#node1	node2	combined_score
Aryl hydrocarbon receptor	Estrogen receptor	0.833
Aryl hydrocarbon receptor	Prostaglandin E synthase 3	0.905
Aryl hydrocarbon receptor	Heat shock protein HSP 90-alpha	0.972
"Aspartate aminotransferase, cytoplasmic"	Tyrosinase	0.902
"Aspartate aminotransferase, cytoplasmic"	Isocitrate dehydrogenase [NADP] cytoplasmic	0.8
"Aspartate aminotransferase, cytoplasmic"	Thyroid peroxidase	0.902
"Aspartate aminotransferase, cytoplasmic"	Tyrosine 3-monooxygenase	0.9
Atrial natriuretic peptide receptor 1	"Dual 3',5'-cyclic-AMP and -GMP phosphodiesterase 11A"	0.709
Atrial natriuretic peptide receptor 1	Pyruvate kinase PKLR	0.9
Atrial natriuretic peptide receptor 1	"cGMP-specific 3',5'-cyclic phosphodiesterase"	0.721
Atrial natriuretic peptide receptor 1	"cAMP and cAMP-inhibited cGMP 3',5'-cyclic phosphodiesterase 10A"	0.709
Atrial natriuretic peptide receptor 1	Pro-opiomelanocortin	0.9
Atrial natriuretic peptide receptor 1	Natriuretic peptides B	0.948
Aurora kinase A	Aurora kinase B	0.722
Aurora kinase A	Baculoviral IAP repeat-containing protein 5	0.756
Aurora kinase A	Serine/threonine-protein kinase PLK1	0.838
Aurora kinase A	Cellular tumor antigen p53	0.95
Aurora kinase B	Cellular tumor antigen p53	0.744
Aurora kinase B	Baculoviral IAP repeat-containing protein 5	0.988
Aurora kinase B	Aurora kinase C	0.82
Aurora kinase C	Baculoviral IAP repeat-containing protein 5	0.781
B1 bradykinin receptor	Prothrombin	0.901
BDNF/NT-3 growth factors receptor	Proto-oncogene tyrosine-protein kinase Src	0.75
BDNF/NT-3 growth factors receptor	Tyrosine-protein kinase Fyn	0.778
BDNF/NT-3 growth factors receptor	Megakaryocyte-associated tyrosine-protein kinase	0.9
BDNF/NT-3 growth factors receptor	SH2B adapter protein 3	0.905
BDNF/NT-3 growth factors receptor	Tyrosine-protein kinase ABL1	0.9
Baculoviral IAP repeat-containing protein 2	Caspase-3	0.983
Baculoviral IAP repeat-containing protein 2	Beclin-1	0.994
Baculoviral IAP repeat-containing protein 2	Caspase-7	0.986
Baculoviral IAP repeat-containing protein 2	E3 ubiquitin-protein ligase XIAP	0.981
Baculoviral IAP repeat-containing protein 2	Tumor necrosis factor	0.996
Baculoviral IAP repeat-containing protein 2	Tyrosine-protein kinase BTK	0.905
Baculoviral IAP repeat-containing protein 5	Cellular tumor antigen p53	0.75
Baculoviral IAP repeat-containing protein 5	E3 ubiquitin-protein ligase XIAP	0.735
Bcl-2-like protein 1	Neuraminidase	0.9
Bcl-2-like protein 1	Signal transducer and activator of transcription 3	0.764
Bcl-2-like protein 1	Cellular tumor antigen p53	0.986
Bcl-2-like protein 1	Cathepsin K	0.9
Bcl-2-like protein 1	Beclin-1	0.995
Bcl-2-like protein 1	Cathepsin S	0.9
Bcl-2-like protein 1	Induced myeloid leukemia cell differentiation protein Mcl-1	0.933
Bcl-2-like protein 1	RAC-gamma serine/threonine-protein kinase	0.9
Bcl-2-like protein 1	Mitogen-activated protein kinase 9	0.926
Bcl-2-like protein 1	Mitogen-activated protein kinase 8	0.966
Bcl-2-like protein 1	RAC-alpha serine/threonine-protein kinase	0.926
Bcl-2-like protein 1	Bcl2-associated agonist of cell death	0.999
Bcl-2-like protein 2	Bcl2-associated agonist of cell death	0.88
Bcl2-associated agonist of cell death	Mitogen-activated protein kinase 1	0.9
Bcl2-associated agonist of cell death	Mitogen-activated protein kinase 3	0.9
Bcl2-associated agonist of cell death	cGMP-dependent protein kinase 2	0.9
Bcl2-associated agonist of cell death	Dual specificity mitogen-activated protein kinase kinase 1	0.9
Bcl2-associated agonist of cell death	cAMP-dependent protein kinase catalytic subunit beta	0.915
Bcl2-associated agonist of cell death	Protein phosphatase 3 catalytic subunit alpha	0.9
Bcl2-associated agonist of cell death	Calcineurin subunit B type 2	0.9
Bcl2-associated agonist of cell death	Mitogen-activated protein kinase 9	0.9
Bcl2-associated agonist of cell death	RAC-gamma serine/threonine-protein kinase	0.902
Bcl2-associated agonist of cell death	Mitogen-activated protein kinase 8	0.947
Bcl2-associated agonist of cell death	RAC-alpha serine/threonine-protein kinase	0.985
Beclin-1	Serine/threonine-protein kinase ULK1	0.999
Beclin-1	Death-associated protein kinase 3	0.9
Beclin-1	Death-associated protein kinase 2	0.9
Beclin-1	Death-associated protein kinase 1	0.926
Beclin-1	Serine/threonine-protein kinase ULK2	0.973
Beta-1 adrenergic receptor	Beta-2 adrenergic receptor	0.92
Beta-1 adrenergic receptor	Beta-3 adrenergic receptor	0.9
Beta-1 adrenergic receptor	Pro-opiomelanocortin	0.905
Beta-2 adrenergic receptor	Beta-3 adrenergic receptor	0.9
Beta-2 adrenergic receptor	Proto-oncogene tyrosine-protein kinase Src	0.744
Bile acid receptor	Retinoic acid receptor RXR-beta	0.803
Bile acid receptor	Nuclear receptor coactivator 1	0.994
Bile acid receptor	Nuclear receptor coactivator 2	0.973
Bile acid receptor	Retinoic acid receptor RXR-alpha	0.986
Bone morphogenetic protein receptor type-1B	LIM domain kinase 1	0.9
Bone morphogenetic protein receptor type-1B	Bone morphogenetic protein receptor type-2	0.948
Bone morphogenetic protein receptor type-1B	Peptidyl-prolyl cis-trans isomerase FKBP1A	0.9
Bone morphogenetic protein receptor type-2	LIM domain kinase 1	0.926
Breakpoint cluster region protein	Signal transducer and activator of transcription 5B	0.9
Breakpoint cluster region protein	Phosphatidylinositol 3-kinase regulatory subunit alpha	0.728
Breakpoint cluster region protein	Tyrosine-protein kinase ABL1	0.972
Bromodomain-containing protein 2	Casein kinase II subunit alpha'	0.761
Bromodomain-containing protein 2	Bromodomain-containing protein 4	0.803
Bromodomain-containing protein 4	Protein cereblon	0.9
Bromodomain-containing protein 4	DNA topoisomerase 2-alpha	0.743
Bromodomain-containing protein 4	Histone deacetylase 1	0.791
Bromodomain-containing protein 4	Cellular tumor antigen p53	0.735
Bromodomain-containing protein 4	Cyclin-dependent kinase 9	0.911
Bromodomain-containing protein 4	Transcription factor p65	0.974
C-X-C chemokine receptor type 1	C-X-C chemokine receptor type 2	0.9
C-X-C chemokine receptor type 4	Prothrombin	0.901
C-X-C chemokine receptor type 4	Tyrosine-protein kinase JAK2	0.741
C-X-C chemokine receptor type 4	Tyrosine-protein kinase JAK3	0.741
CLIP-associating protein 1	Cyclin-dependent kinase 1	0.8
CLIP-associating protein 1	Serine/threonine-protein kinase PLK1	0.81
Cadherin-5	Vascular endothelial growth factor receptor 2	0.922
Calcineurin subunit B type 2	Superoxide dismutase [Cu-Zn]	0.902
Calcineurin subunit B type 2	Glycogen synthase kinase-3 beta	0.906
Calcineurin subunit B type 2	Protein phosphatase 3 catalytic subunit alpha	0.978
Calcipressin-1	Protein phosphatase 3 catalytic subunit alpha	0.99
Calcitonin gene-related peptide type 1 receptor	GABA(A) Receptor	0.72
Calcitonin gene-related peptide type 1 receptor	Gamma-aminobutyric acid type B receptor subunit 1	0.72
Calcium-activated potassium channel	cAMP-dependent protein kinase catalytic subunit beta	0.9
Calcium-activated potassium channel	cGMP-dependent protein kinase 2	0.9
Calcium-activated potassium channel	Intermediate conductance calcium-activated potassium channel protein 4	0.9
Calcium-activated potassium channel	Calcium-activated potassium channel subunit alpha-1	0.958
Calcium-activated potassium channel subunit alpha-1	cGMP-dependent protein kinase 2	0.9
Calcium-activated potassium channel subunit alpha-1	cAMP-dependent protein kinase catalytic subunit beta	0.909
Calcium-activated potassium channel subunit alpha-1	Intermediate conductance calcium-activated potassium channel protein 4	0.9
Calcium/calmodulin-dependent protein kinase kinase 2	Calmodulin-1	0.901
Calmodulin-1	Potassium voltage-gated channel subfamily KQT member 1	0.975
Calmodulin-1	"Glycogen phosphorylase, muscle form"	0.7
Calmodulin-1	"Glycogen phosphorylase, brain form"	0.7
Calmodulin-1	Cyclic nucleotide phosphodiesterase	0.906
Calmodulin-1	Potassium voltage-gated channel subfamily KQT member 4	0.926
Calmodulin-1	Voltage-dependent L-type calcium channel subunit alpha-1C	0.998
Calmodulin-1	Voltage-dependent L-type calcium channel subunit alpha-1D	0.939
Calmodulin-1	Voltage-dependent T-type calcium channel subunit alpha-1I	0.905
Calmodulin-1	Voltage-dependent T-type calcium channel subunit alpha-1H	0.905
Calmodulin-1	GTPase NRas	0.909
Calmodulin-1	Voltage-dependent R-type calcium channel subunit alpha-1E	0.925
Calmodulin-1	Transient receptor potential cation channel subfamily V member 2	0.927
Calmodulin-1	Voltage-dependent N-type calcium channel	0.925
Calmodulin-1	Voltage-dependent T-type calcium channel subunit alpha-1G	0.905
Calmodulin-1	Potassium voltage-gated channel subfamily KQT member 3	0.926
Calmodulin-1	Myosin light chain kinase 3	0.79
Calmodulin-1	"Inositol 1,4,5-trisphosphate receptor"	0.917
Calmodulin-1	Sodium channel protein type 4 subunit alpha	0.925
Calmodulin-1	Voltage-dependent L-type calcium channel subunit alpha-1S	0.939
Calmodulin-1	Death-associated protein kinase 2	0.967
Calmodulin-1	Sodium channel protein type 2 subunit alpha	0.96
Calmodulin-1	Intermediate conductance calcium-activated potassium channel protein 4	0.977
Calmodulin-1	Potassium voltage-gated channel subfamily KQT member 2	0.94
Calmodulin-1	Death-associated protein kinase 1	0.957
Calmodulin-1	Estrogen receptor	0.916
Calmodulin-1	Heat shock protein HSP 90-alpha	0.806
Calmodulin-1	"Glutamate receptor ionotropic, NMDA 1"	0.964
Calmodulin-1	Transient receptor potential cation channel subfamily V member 1	0.922
Calmodulin-1	Nitric oxide synthase 3	0.992
Calmodulin-1	Protein phosphatase 3 catalytic subunit alpha	0.992
Calmodulin-1	"Nitric oxide synthase, inducible"	0.989
Calmodulin-1	Ryanodine receptor 1	0.993
Calmodulin-1	Sodium channel protein type 5 subunit alpha	0.988
Calmodulin-1	Ryanodine receptor 2	0.993
Calmodulin-1	"Myosin light chain kinase, smooth muscle"	0.972
Calmodulin-3	Serine/threonine-protein kinase 24	0.994
Calmodulin-3	Serine/threonine-protein kinase 26	0.994
Calreticulin	Neutral alpha-glucosidase AB	0.812
Cannabinoid receptor 1	D(2) dopamine receptor	0.929
Cannabinoid receptor 1	Cannabinoid receptor 2	0.955
Carbonic anhydrase 1	Carbonic anhydrase 2	0.7
"Carbonic anhydrase 5A, mitochondrial"	"Carbonic anhydrase 5B, mitochondrial"	0.7
Carbonic anhydrase 9	Hypoxia-inducible factor 1-alpha	0.706
Casein kinase I isoform alpha	Glycogen synthase kinase-3 alpha	0.728
Casein kinase I isoform alpha	Protein cereblon	0.977
Casein kinase I isoform alpha	E3 ubiquitin-protein ligase Mdm2	0.737
Casein kinase I isoform alpha	Cellular tumor antigen p53	0.785
Casein kinase I isoform alpha	Glycogen synthase kinase-3 beta	0.807
Casein kinase I isoform epsilon	Serine/threonine-protein kinase RIO2	0.892
Casein kinase I isoform epsilon	Serine/threonine-protein kinase PLK1	0.8
Casein kinase I isoform epsilon	Glycogen synthase kinase-3 beta	0.904
Casein kinase I isoform epsilon	cAMP-dependent protein kinase catalytic subunit beta	0.9
Casein kinase I isoform epsilon	Serine/threonine-protein kinase RIO1	0.805
Casein kinase I isoform epsilon	Protein P	0.8
Casein kinase II subunit alpha'	NAD-dependent protein deacetylase sirtuin-1	0.789
Casein kinase II subunit alpha'	NF-kappa-B inhibitor alpha	0.905
Casein kinase II subunit alpha'	Histone deacetylase	0.769
Casein kinase II subunit alpha'	Heat shock protein HSP 90-alpha	0.789
Casein kinase II subunit alpha'	Major prion protein	0.93
Casein kinase II subunit alpha'	Cellular tumor antigen p53	0.913
Casein kinase II subunit alpha'	Histone deacetylase 1	0.939
Casein kinase II subunit alpha'	Histone deacetylase 2	0.953
Caspase-1	Interleukin-1 beta	0.977
Caspase-3	Mitogen-activated protein kinase 1	0.9
Caspase-3	Poly [ADP-ribose] polymerase 2	0.905
Caspase-3	E3 ubiquitin-protein ligase Mdm2	0.832
Caspase-3	Mitogen-activated protein kinase 3	0.9
Caspase-3	Protein kinase C theta type	0.75
Caspase-3	Protein kinase C gamma type	0.9
Caspase-3	Serine/threonine-protein kinase PAK 1	0.9
Caspase-3	Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha	0.75
Caspase-3	Serine/threonine-protein kinase 24	0.75
Caspase-3	Serine/threonine-protein kinase 26	0.75
Caspase-3	Cytoplasmic tyrosine-protein kinase BMX	0.82
Caspase-3	Protein mono-ADP-ribosyltransferase PARP3	0.905
Caspase-3	Protein kinase C delta type	0.75
Caspase-3	Protein kinase C beta type	0.9
Caspase-3	Mitogen-activated protein kinase kinase kinase kinase 1	0.9
Caspase-3	Serine/threonine-protein kinase 3	0.939
Caspase-3	Protein kinase C alpha type	0.9
Caspase-3	Caspase-7	0.939
Caspase-3	Serine/threonine-protein kinase PAK 2	0.936
Caspase-3	Rho-associated protein kinase 1	0.853
Caspase-3	Microtubule-associated protein tau	0.96
Caspase-3	Cyclin-dependent kinase inhibitor 1	0.982
Caspase-3	E3 ubiquitin-protein ligase XIAP	0.999
Caspase-3	Poly [ADP-ribose] polymerase 1	0.986
Caspase-7	Poly [ADP-ribose] polymerase 2	0.905
Caspase-7	Microtubule-associated protein tau	0.926
Caspase-7	Focal adhesion kinase 1	0.75
Caspase-7	Poly [ADP-ribose] polymerase 1	0.969
Caspase-7	Serine/threonine-protein kinase 24	0.75
Caspase-7	Protein mono-ADP-ribosyltransferase PARP3	0.905
Caspase-7	E3 ubiquitin-protein ligase XIAP	0.999
Catalase	Superoxide dismutase [Cu-Zn]	0.837
Catechol O-methyltransferase	Dopamine beta-hydroxylase	0.9
Catechol O-methyltransferase	Monoamine oxidase	0.908
Cell division protein	Heat shock cognate 71 kDa protein	0.977
Cellular tumor antigen p53	Mitogen-activated protein kinase 13	0.9
Cellular tumor antigen p53	NAD-dependent protein deacetylase sirtuin-1	0.988
Cellular tumor antigen p53	Mitogen-activated protein kinase 1	0.979
Cellular tumor antigen p53	Mitogen-activated protein kinase 14	0.981
Cellular tumor antigen p53	Ribonucleoside-diphosphate reductase subunit M2 B	0.902
Cellular tumor antigen p53	E3 ubiquitin-protein ligase Mdm2	0.999
Cellular tumor antigen p53	Mitogen-activated protein kinase 3	0.961
Cellular tumor antigen p53	Signal transducer and activator of transcription 3	0.825
Cellular tumor antigen p53	Cyclin-dependent kinase 2	0.884
Cellular tumor antigen p53	Serine/threonine-protein kinase PLK2	0.75
Cellular tumor antigen p53	Insulin-like growth factor-binding protein 3	0.75
Cellular tumor antigen p53	Proliferating cell nuclear antigen	0.883
Cellular tumor antigen p53	Serine/threonine-protein kinase PLK3	0.872
Cellular tumor antigen p53	Focal adhesion kinase 1	0.829
Cellular tumor antigen p53	Inhibitor of nuclear factor kappa-B kinase subunit beta	0.744
Cellular tumor antigen p53	NAD(P)H dehydrogenase [quinone] 1	0.735
Cellular tumor antigen p53	RAC-gamma serine/threonine-protein kinase	0.9
Cellular tumor antigen p53	Homeodomain-interacting protein kinase 3	0.943
Cellular tumor antigen p53	Mitogen-activated protein kinase 11	0.926
Cellular tumor antigen p53	Cyclin-dependent kinase 5	0.815
Cellular tumor antigen p53	Poly [ADP-ribose] polymerase 1	0.794
Cellular tumor antigen p53	Prostaglandin G/H synthase 2	0.82
Cellular tumor antigen p53	Serine/threonine-protein kinase PLK1	0.737
Cellular tumor antigen p53	Mitogen-activated protein kinase 9	0.962
Cellular tumor antigen p53	Heat shock cognate 71 kDa protein	0.834
Cellular tumor antigen p53	Histone deacetylase 2	0.915
Cellular tumor antigen p53	Estrogen receptor	0.735
Cellular tumor antigen p53	Transcription factor Sp1	0.923
Cellular tumor antigen p53	RAC-alpha serine/threonine-protein kinase	0.914
Cellular tumor antigen p53	Serine/threonine-protein kinase ATR	0.983
Cellular tumor antigen p53	Serine/threonine-protein kinase Chk1	0.977
Cellular tumor antigen p53	DNA-dependent protein kinase catalytic subunit	0.986
Cellular tumor antigen p53	Mitogen-activated protein kinase 8	0.983
Cellular tumor antigen p53	Hypoxia-inducible factor 1-alpha	0.847
Cellular tumor antigen p53	Histone deacetylase 1	0.96
Cellular tumor antigen p53	Heat shock protein HSP 90-alpha	0.903
Cellular tumor antigen p53	Serine-protein kinase ATM	0.992
Cellular tumor antigen p53	Serine/threonine-protein kinase Chk2	0.956
Cellular tumor antigen p53	Cyclin-dependent kinase inhibitor 1	0.992
Cellular tumor antigen p53	Homeodomain-interacting protein kinase 2	0.986
Cellular tumor antigen p53	DNA repair protein RAD51 homolog 1	0.884
Ceramide glucosyltransferase	Sphingomyelin phosphodiesterase	0.9
"Cholesterol side-chain cleavage enzyme, mitochondrial"	Steryl-sulfatase	0.9
"Cholesterol side-chain cleavage enzyme, mitochondrial"	Sterol O-acyltransferase 1	0.801
"Cholesterol side-chain cleavage enzyme, mitochondrial"	"Steroid 17-alpha-hydroxylase/17,20 lyase"	0.905
Cholesteryl ester transfer protein	GABA(A) Receptor Benzodiazepine Binding Site	0.72
Cholesteryl ester transfer protein	Serum paraoxonase/arylesterase 1	0.72
Chromaffin granule amine transporter	Synaptic vesicular amine transporter	0.9
Coagulation factor X	Prothrombin	0.981
Collagenase 3	Serine protease 1	0.75
Collagenase 3	Matrix metalloproteinase-16	0.75
Collagenase 3	Matrix metalloproteinase-14	0.75
Collagenase 3	Plasminogen	0.8
Cyclic nucleotide phosphodiesterase	Deoxycytidine kinase	0.9
Cyclin-G-associated kinase	Heat shock cognate 71 kDa protein	0.715
Cyclin-dependent kinase 1	G1/S-specific cyclin-D1	0.866
Cyclin-dependent kinase 1	Cyclin-dependent kinase 7	0.971
Cyclin-dependent kinase 1	Membrane-associated tyrosine- and threonine-specific cdc2-inhibitory kinase	0.99
Cyclin-dependent kinase 1	Epidermal growth factor receptor	0.807
Cyclin-dependent kinase 1	Gap junction alpha-1 protein	0.9
Cyclin-dependent kinase 1	Serine/threonine-protein kinase PLK1	0.911
Cyclin-dependent kinase 1	Dual specificity mitogen-activated protein kinase kinase 1	0.763
Cyclin-dependent kinase 1	STE20-like serine/threonine-protein kinase	0.9
Cyclin-dependent kinase 1	Exportin-1	0.752
Cyclin-dependent kinase 1	Tyrosine-protein kinase Lyn	0.728
Cyclin-dependent kinase 1	Wee1-like protein kinase	0.928
Cyclin-dependent kinase 1	Cyclin-dependent kinase inhibitor 1	0.9
Cyclin-dependent kinase 2	G1/S-specific cyclin-D1	0.979
Cyclin-dependent kinase 2	Cyclin-dependent kinase 7	0.99
Cyclin-dependent kinase 2	Cyclin-dependent kinase 4	0.9
Cyclin-dependent kinase 2	Cyclin-dependent kinase 6	0.966
Cyclin-dependent kinase 2	DNA polymerase catalytic subunit	0.759
Cyclin-dependent kinase 2	Serine/threonine-protein kinase ATR	0.725
Cyclin-dependent kinase 2	Proliferating cell nuclear antigen	0.876
Cyclin-dependent kinase 2	Serine-protein kinase ATM	0.802
Cyclin-dependent kinase 2	Cyclin-dependent kinase inhibitor 1	0.999
Cyclin-dependent kinase 4	G1/S-specific cyclin-D1	0.999
Cyclin-dependent kinase 4	Glycogen synthase kinase-3 beta	0.764
Cyclin-dependent kinase 4	DNA repair protein RAD51 homolog 1	0.806
Cyclin-dependent kinase 4	Serine-protein kinase ATM	0.802
Cyclin-dependent kinase 4	Proliferating cell nuclear antigen	0.978
Cyclin-dependent kinase 4	Heat shock protein HSP 90-alpha	0.861
Cyclin-dependent kinase 4	Cyclin-dependent kinase inhibitor 1	0.999
Cyclin-dependent kinase 4	Cyclin-dependent kinase 6	0.97
