Drug1,Drug2,Cell_line,classification
Vismodegib,Decitabine,HCT116_LARGE_INTESTINE,antagonism
Valrubicin,Methoxsalen,OVCAR4_OVARY,antagonism
Niraparib,MK-2206,HT144_SKIN,antagonism
Abiraterone,ThioTEPA,SF539_CENTRAL_NERVOUS_SYSTEM,antagonism
Chlorambucil,Carmustine,UO31_KIDNEY,antagonism
Gefitinib,Methoxsalen,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Dexrazoxane,Imatinib,NCIH23_LUNG,antagonism
Chlorambucil,Methoxsalen,SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Vandetanib,Tioguanine,EKVX_LUNG,antagonism
Letrozole,Temozolomide,KM12_LARGE_INTESTINE,antagonism
Dacarbazine,Dasatinib,SF295_CENTRAL_NERVOUS_SYSTEM,antagonism
Chlorambucil,5-Azacitidine,HCT116_LARGE_INTESTINE,antagonism
Vandetanib,Gefitinib,NCIH460_LUNG,antagonism
Fluorouracil,Paclitaxel,UACC62_SKIN,antagonism
Dasatinib,Decitabine,PC3_PROSTATE,antagonism
Dexrazoxane,Ixabepilone,UACC62_SKIN,antagonism
Sorafenib,Pipobroman,HOP62_LUNG,antagonism
Etoposide,Allopurinol,786O_KIDNEY,antagonism
Etoposide,Hydroxyurea,ACHN_KIDNEY,antagonism
Dasatinib,Imiquimod,ACHN_KIDNEY,antagonism
Valrubicin,Anastrozole,BT549_BREAST,antagonism
5-Azacitidine,Carmustine,DU145_PROSTATE,antagonism
Vandetanib,Chlorambucil,T47D_BREAST,antagonism
5-Azacitidine,Busulfan,NCIH226_LUNG,antagonism
Decitabine,Carmustine,U251MG_CENTRAL_NERVOUS_SYSTEM,antagonism
Dacarbazine,Letrozole,IGROV1_OVARY,antagonism
Fluorouracil,Ixabepilone,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Etoposide,Everolimus,CAKI1_KIDNEY,antagonism
Dacarbazine,Tioguanine,BT549_BREAST,antagonism
Vandetanib,Pipobroman,U251MG_CENTRAL_NERVOUS_SYSTEM,antagonism
Pipobroman,Decitabine,SKMEL5_SKIN,antagonism
Cabazitaxel,Dexrazoxane,IGROV1_OVARY,antagonism
Abiraterone,Sorafenib,HS578T_BREAST,antagonism
Lomustine,Fulvestrant,SNB75_CENTRAL_NERVOUS_SYSTEM,antagonism
Gefitinib,Decitabine,SNB75_CENTRAL_NERVOUS_SYSTEM,antagonism
Lomustine,Paclitaxel,HS578T_BREAST,antagonism
Gefitinib,Fluorouracil,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Pemetrexed,Busulfan,A549_LUNG,antagonism
Fluorouracil,Chlorambucil,BT549_BREAST,antagonism
Dexrazoxane,Tioguanine,NCIH226_LUNG,antagonism
Teniposide,Dacarbazine,MCF7_BREAST,antagonism
ThioTEPA,Everolimus,MALME3M_SKIN,antagonism
Etoposide,Fulvestrant,HOP92_LUNG,antagonism
Cabazitaxel,Temozolomide,HOP92_LUNG,antagonism
Dacarbazine,Chlorambucil,SKMEL5_SKIN,antagonism
Sorafenib,Decitabine,NCIH522_LUNG,antagonism
Chlorambucil,Busulfan,UACC62_SKIN,antagonism
Paclitaxel,Methoxsalen,SKMEL28_SKIN,antagonism
Tioguanine,Paclitaxel,SKMEL28_SKIN,antagonism
Pemetrexed,Dacarbazine,UO31_KIDNEY,antagonism
Vismodegib,Imiquimod,UO31_KIDNEY,antagonism
Teniposide,Methotrexate,UO31_KIDNEY,antagonism
Vismodegib,ThioTEPA,SF295_CENTRAL_NERVOUS_SYSTEM,antagonism
Cabazitaxel,Gefitinib,ACHN_KIDNEY,antagonism
Fluorouracil,Temozolomide,NCIH23_LUNG,antagonism
Lomustine,Decitabine,HCT15_LARGE_INTESTINE,antagonism
Pemetrexed,Letrozole,MDAMB231_BREAST,antagonism
Etoposide,Tioguanine,ACHN_KIDNEY,antagonism
Chlorambucil,Tretinoin,PC3_PROSTATE,antagonism
Chlorambucil,Methoxsalen,SKMEL5_SKIN,antagonism
Dexrazoxane,Pipobroman,DU145_PROSTATE,antagonism
Vismodegib,Lomustine,SF539_CENTRAL_NERVOUS_SYSTEM,antagonism
Tioguanine,Vemurafenib,T47D_BREAST,antagonism
Everolimus,Pipobroman,HOP92_LUNG,antagonism
Everolimus,Allopurinol,HT29_LARGE_INTESTINE,antagonism
Fluorouracil,MK-1775,HT144_SKIN,antagonism
Chlorambucil,Letrozole,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Lomustine,Vemurafenib,ACHN_KIDNEY,antagonism
Valrubicin,Anastrozole,SKMEL5_SKIN,antagonism
Fluorouracil,PD-0325901,UACC62_SKIN,antagonism
Tioguanine,Carmustine,IGROV1_OVARY,antagonism
Lomustine,5-Azacitidine,786O_KIDNEY,antagonism
Valrubicin,Thalidomide,OVCAR4_OVARY,antagonism
Vismodegib,Vemurafenib,KM12_LARGE_INTESTINE,antagonism
Hydroxyurea,Pentostatin,OVCAR8_OVARY,antagonism
Tioguanine,Pipobroman,SNB75_CENTRAL_NERVOUS_SYSTEM,antagonism
Cabazitaxel,Busulfan,NCIH23_LUNG,antagonism
Fluorouracil,Methotrexate,A498_KIDNEY,antagonism
Etoposide,Tioguanine,MDAMB435S_SKIN,antagonism
Dasatinib,Pipobroman,KM12_LARGE_INTESTINE,antagonism
Gefitinib,Vemurafenib,SKOV3_OVARY,antagonism
Sorafenib,Allopurinol,T47D_BREAST,antagonism
Axitinib,Sorafenib,NCIH23_LUNG,antagonism
Dexrazoxane,Methotrexate,NCIH522_LUNG,antagonism
Fluorouracil,Valrubicin,LOXIMVI_SKIN,antagonism
Teniposide,Ifosfamide,HS578T_BREAST,antagonism
Etoposide,Ombrabulin,TC71_BONE,antagonism
Methotrexate,Carmustine,OVCAR8_OVARY,antagonism
Teniposide,Decitabine,SF539_CENTRAL_NERVOUS_SYSTEM,antagonism
Etoposide,Mitotane,SKMEL5_SKIN,antagonism
Dexrazoxane,Chlorambucil,UACC62_SKIN,antagonism
Pemetrexed,Hydroxyurea,IGROV1_OVARY,antagonism
Gefitinib,Tioguanine,UACC257_SKIN,antagonism
Dacarbazine,Paclitaxel,MDAMB231_BREAST,antagonism
Dexrazoxane,Pentostatin,IGROV1_OVARY,antagonism
Pemetrexed,Ifosfamide,NCIH522_LUNG,antagonism
Cabazitaxel,Pemetrexed,NCIH2122_LUNG,antagonism
Chlorambucil,Allopurinol,T47D_BREAST,antagonism
Axitinib,Tioguanine,BT549_BREAST,antagonism
Teniposide,Sorafenib,MDAMB468_BREAST,antagonism
5-Azacitidine,Anastrozole,SW620_LARGE_INTESTINE,antagonism
Dexrazoxane,Valrubicin,HOP92_LUNG,antagonism
Fluorouracil,Fulvestrant,NCIH522_LUNG,antagonism
Dacarbazine,Chlorambucil,U251MG_CENTRAL_NERVOUS_SYSTEM,antagonism
Abiraterone,Tioguanine,BT549_BREAST,antagonism
Gefitinib,5-Azacitidine,786O_KIDNEY,antagonism
Tretinoin,Methoxsalen,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Lomustine,Allopurinol,SF295_CENTRAL_NERVOUS_SYSTEM,antagonism
Fluorouracil,Vemurafenib,OVCAR8_OVARY,antagonism
Busulfan,Thalidomide,SF539_CENTRAL_NERVOUS_SYSTEM,antagonism
Chlorambucil,Letrozole,A498_KIDNEY,antagonism
Busulfan,Allopurinol,HCT116_LARGE_INTESTINE,antagonism
Pemetrexed,Decitabine,OVCAR8_OVARY,antagonism
Pemetrexed,Dasatinib,OVCAR4_OVARY,antagonism
Crizotinib,Chlorambucil,HOP92_LUNG,antagonism
Everolimus,Sorafenib,MDAMB435S_SKIN,antagonism
Tioguanine,Hydroxyurea,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Cabazitaxel,Dacarbazine,CAKI1_KIDNEY,antagonism
Crizotinib,Pipobroman,LOXIMVI_SKIN,antagonism
Dexrazoxane,Altretamine,KM12_LARGE_INTESTINE,antagonism
Fluorouracil,Anastrozole,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Fluorouracil,Allopurinol,NCIH522_LUNG,antagonism
Abiraterone,5-Azacitidine,NCIH460_LUNG,antagonism
Tioguanine,Everolimus,EKVX_LUNG,antagonism
Chlorambucil,Mitotane,MCF7_BREAST,antagonism
Pipobroman,Pentostatin,EKVX_LUNG,antagonism
ThioTEPA,Mitotane,HCT116_LARGE_INTESTINE,antagonism
Lenalidomide,Vemurafenib,LOXIMVI_SKIN,antagonism
Dexrazoxane,Lomustine,HOP92_LUNG,antagonism
Allopurinol,Carmustine,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Vandetanib,Cabazitaxel,NCIH522_LUNG,antagonism
Dasatinib,Decitabine,BT549_BREAST,antagonism
Paclitaxel,Bortezomib,LOXIMVI_SKIN,antagonism
Lomustine,Decitabine,NCIH460_LUNG,antagonism
Fluorouracil,Chlorambucil,SF539_CENTRAL_NERVOUS_SYSTEM,antagonism
Letrozole,Imatinib,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Dacarbazine,Ixabepilone,LOXIMVI_SKIN,antagonism
Axitinib,Pemetrexed,OVCAR4_OVARY,antagonism
Gefitinib,Temozolomide,HCT15_LARGE_INTESTINE,antagonism
Fluorouracil,Allopurinol,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Pemetrexed,Everolimus,ACHN_KIDNEY,antagonism
Dexrazoxane,Dacarbazine,DU145_PROSTATE,antagonism
Chlorambucil,Crizotinib,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Tretinoin,Valrubicin,MDAMB435S_SKIN,antagonism
Vismodegib,Lomustine,NCIH23_LUNG,antagonism
Vemurafenib,Fluorouracil,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Pemetrexed,Fluorouracil,A498_KIDNEY,antagonism
Tioguanine,5-Azacitidine,A498_KIDNEY,antagonism
Pipobroman,Pentostatin,HOP62_LUNG,antagonism
Lomustine,Tretinoin,UACC62_SKIN,antagonism
Dexrazoxane,Paclitaxel,IGROV1_OVARY,antagonism
Teniposide,Tioguanine,OVCAR4_OVARY,antagonism
Dexrazoxane,Vemurafenib,CAKI1_KIDNEY,antagonism
Teniposide,Pipobroman,NCIH226_LUNG,antagonism
Valrubicin,Pentostatin,SKOV3_OVARY,antagonism
Dasatinib,Allopurinol,A549_LUNG,antagonism
ThioTEPA,Everolimus,UACC62_SKIN,antagonism
Pemetrexed,Allopurinol,HOP62_LUNG,antagonism
Valrubicin,Pipobroman,NCIH2122_LUNG,antagonism
Dexrazoxane,Hydroxyurea,MDAMB468_BREAST,antagonism
Chlorambucil,Hydroxyurea,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Dexamethasone,Dasatinib,OV90_OVARY,antagonism
Fluorouracil,Altretamine,SF295_CENTRAL_NERVOUS_SYSTEM,antagonism
Lenalidomide,Dexrazoxane,HOP92_LUNG,antagonism
MK-2206,Bortezomib,HT29_LARGE_INTESTINE,antagonism
Lomustine,Tretinoin,NCIH522_LUNG,antagonism
Vandetanib,Gefitinib,ACHN_KIDNEY,antagonism
Tioguanine,Busulfan,NCIH2122_LUNG,antagonism
Lenalidomide,Paclitaxel,BT549_BREAST,antagonism
Crizotinib,Busulfan,IGROV1_OVARY,antagonism
ThioTEPA,Bortezomib,CAKI1_KIDNEY,antagonism
Tioguanine,Paclitaxel,NCIH522_LUNG,antagonism
Vandetanib,Lenalidomide,PC3_PROSTATE,antagonism
Hydroxyurea,Methotrexate,SKMEL28_SKIN,antagonism
Tretinoin,Thalidomide,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Pemetrexed,ThioTEPA,NCIH522_LUNG,antagonism
Fluorouracil,Sorafenib,LNCAPCLONEFGC_PROSTATE,antagonism
Lenalidomide,Vemurafenib,UACC62_SKIN,antagonism
Pemetrexed,Chlorambucil,UACC62_SKIN,antagonism
Chlorambucil,Imiquimod,NCIH2122_LUNG,antagonism
Gefitinib,ThioTEPA,SKMEL5_SKIN,antagonism
Fluorouracil,Tretinoin,SF295_CENTRAL_NERVOUS_SYSTEM,antagonism
Abiraterone,Lenalidomide,KM12_LARGE_INTESTINE,antagonism
Pipobroman,Bortezomib,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Abiraterone,Pipobroman,MDAMB231_BREAST,antagonism
Mitotane,Methotrexate,SF295_CENTRAL_NERVOUS_SYSTEM,antagonism
Tretinoin,5-Azacitidine,T47D_BREAST,antagonism
Letrozole,Anastrozole,SW620_LARGE_INTESTINE,antagonism
Gefitinib,Paclitaxel,PC3_PROSTATE,antagonism
Pemetrexed,Fulvestrant,HOP92_LUNG,antagonism
Tioguanine,Valrubicin,NCIH2122_LUNG,antagonism
Axitinib,Pipobroman,SW620_LARGE_INTESTINE,antagonism
Lomustine,Tretinoin,SNB75_CENTRAL_NERVOUS_SYSTEM,antagonism
Methoxsalen,Pentostatin,MDAMB231_BREAST,antagonism
Fluorouracil,Imiquimod,BT549_BREAST,antagonism
Anastrozole,Carmustine,HCT15_LARGE_INTESTINE,antagonism
5-Azacitidine,Hydroxyurea,OVCAR4_OVARY,antagonism
Crizotinib,Pipobroman,CAKI1_KIDNEY,antagonism
Lenalidomide,ThioTEPA,DU145_PROSTATE,antagonism
Tioguanine,Hydroxyurea,NCIH2122_LUNG,antagonism
Pemetrexed,Pentostatin,MDAMB231_BREAST,antagonism
Lomustine,ThioTEPA,NCIH23_LUNG,antagonism
Tioguanine,Sorafenib,SW620_LARGE_INTESTINE,antagonism
Crizotinib,Sorafenib,ACHN_KIDNEY,antagonism
Fluorouracil,MK-2206,SKMEL30_SKIN,antagonism
Lomustine,Everolimus,PC3_PROSTATE,antagonism
Teniposide,Ifosfamide,SKOV3_OVARY,antagonism
Gefitinib,Crizotinib,SKOV3_OVARY,antagonism
Teniposide,Allopurinol,NCIH522_LUNG,antagonism
PD-0325901,Ridaforolimus,SKOV3_OVARY,antagonism
Vandetanib,Hydroxyurea,CAKI1_KIDNEY,antagonism
Chlorambucil,Allopurinol,EKVX_LUNG,antagonism
Etoposide,Anastrozole,UACC62_SKIN,antagonism
Vandetanib,Valrubicin,ACHN_KIDNEY,antagonism
Chlorambucil,Letrozole,SKMEL5_SKIN,antagonism
ThioTEPA,Decitabine,HCT116_LARGE_INTESTINE,antagonism
Tivantinib,Pelitinib,TC71_BONE,antagonism
Chlorambucil,Crizotinib,SW620_LARGE_INTESTINE,antagonism
Erlotinib,Dasatinib,KPL1_BREAST,antagonism
Hydroxyurea,Decitabine,KM12_LARGE_INTESTINE,antagonism
Fluorouracil,Altretamine,KM12_LARGE_INTESTINE,antagonism
Methotrexate,Ixabepilone,MDAMB435S_SKIN,antagonism
Chlorambucil,Paclitaxel,LOXIMVI_SKIN,antagonism
Crizotinib,Tretinoin,HOP92_LUNG,antagonism
Vismodegib,Bortezomib,KM12_LARGE_INTESTINE,antagonism
Gefitinib,Crizotinib,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Chlorambucil,Carmustine,MCF7_BREAST,antagonism
Gefitinib,Imiquimod,NCIH460_LUNG,antagonism
GSK-461364A,Carfilzomib,TC71_BONE,antagonism
Etoposide,Imiquimod,MDAMB231_BREAST,antagonism
Gefitinib,Fulvestrant,HCT15_LARGE_INTESTINE,antagonism
Methotrexate,ThioTEPA,SF539_CENTRAL_NERVOUS_SYSTEM,antagonism
Axitinib,Vandetanib,UO31_KIDNEY,antagonism
Pemetrexed,Imatinib,KM12_LARGE_INTESTINE,antagonism
Altretamine,Chlorambucil,HCT15_LARGE_INTESTINE,antagonism
Niraparib,Sorafenib,SW837_LARGE_INTESTINE,antagonism
Lenalidomide,Gefitinib,HCT116_LARGE_INTESTINE,antagonism
Tretinoin,Valrubicin,CAKI1_KIDNEY,antagonism
Dexrazoxane,Fluorouracil,SKMEL5_SKIN,antagonism
Axitinib,Everolimus,HCT15_LARGE_INTESTINE,antagonism
Altretamine,Methotrexate,SW620_LARGE_INTESTINE,antagonism
Chlorambucil,Pentostatin,MDAMB231_BREAST,antagonism
Dexrazoxane,Fluorouracil,SF295_CENTRAL_NERVOUS_SYSTEM,antagonism
Fluorouracil,5-Azacitidine,SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Vemurafenib,ThioTEPA,SKMEL5_SKIN,antagonism
5-Azacitidine,Allopurinol,BT549_BREAST,antagonism
Gemcitabine,MK-2206,ZR751_BREAST,antagonism
Vandetanib,Teniposide,NCIH522_LUNG,antagonism
Vandetanib,Chlorambucil,HCT15_LARGE_INTESTINE,antagonism
Erlotinib,Dasatinib,LOVO_LARGE_INTESTINE,antagonism
Fluorouracil,Methotrexate,NCIH460_LUNG,antagonism
Lenalidomide,Etoposide,PC3_PROSTATE,antagonism
Abiraterone,Sorafenib,NCIH522_LUNG,antagonism
Fluorouracil,Allopurinol,NCIH23_LUNG,antagonism
Lenalidomide,Gefitinib,KM12_LARGE_INTESTINE,antagonism
Sulfafurazole,Temozolomide,T98G_CENTRAL_NERVOUS_SYSTEM,antagonism
Fluorouracil,Bortezomib,MDAMB231_BREAST,antagonism
Paclitaxel,Methoxsalen,MCF7_BREAST,antagonism
ThioTEPA,Temozolomide,LOXIMVI_SKIN,antagonism
Vismodegib,Allopurinol,KM12_LARGE_INTESTINE,antagonism
5-Azacitidine,Decitabine,KM12_LARGE_INTESTINE,antagonism
Lomustine,Pentostatin,CAKI1_KIDNEY,antagonism
Crizotinib,Dexrazoxane,UO31_KIDNEY,antagonism
Dacarbazine,ThioTEPA,UACC62_SKIN,antagonism
Crizotinib,Pemetrexed,IGROV1_OVARY,antagonism
Chlorambucil,Everolimus,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Fulvestrant,Pipobroman,NCIH522_LUNG,antagonism
Temozolomide,Valrubicin,U251MG_CENTRAL_NERVOUS_SYSTEM,antagonism
Vismodegib,Abiraterone,KM12_LARGE_INTESTINE,antagonism
Fluorouracil,Tioguanine,A498_KIDNEY,antagonism
Pipobroman,Bortezomib,PC3_PROSTATE,antagonism
Fluorouracil,5-Azacitidine,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Vandetanib,Dexrazoxane,ACHN_KIDNEY,antagonism
MK-2206,Ridaforolimus,ZR751_BREAST,antagonism
Letrozole,Pipobroman,HOP92_LUNG,antagonism
Dasatinib,Pipobroman,NCIH226_LUNG,antagonism
Lomustine,Hydroxyurea,IGROV1_OVARY,antagonism
Dexrazoxane,Anastrozole,IGROV1_OVARY,antagonism
Gefitinib,Fluorouracil,MDAMB231_BREAST,antagonism
Lomustine,5-Azacitidine,ACHN_KIDNEY,antagonism
Lomustine,Pipobroman,HS578T_BREAST,antagonism
Fluorouracil,MK-1775,NCIH1650_LUNG,antagonism
Gefitinib,Sorafenib,HCT15_LARGE_INTESTINE,antagonism
Vandetanib,Lenalidomide,ACHN_KIDNEY,antagonism
Pemetrexed,ThioTEPA,U251MG_CENTRAL_NERVOUS_SYSTEM,antagonism
Paclitaxel,Niraparib,NCIH1650_LUNG,antagonism
Lenalidomide,Sorafenib,UO31_KIDNEY,antagonism
Abiraterone,Pemetrexed,MDAMB231_BREAST,antagonism
Teniposide,Allopurinol,CAKI1_KIDNEY,antagonism
Lenalidomide,Dasatinib,HT29_LARGE_INTESTINE,antagonism
Dacarbazine,Dasatinib,ACHN_KIDNEY,antagonism
Lenalidomide,Gefitinib,NCIH460_LUNG,antagonism
Lomustine,Paclitaxel,MDAMB468_BREAST,antagonism
Lomustine,Tioguanine,SF539_CENTRAL_NERVOUS_SYSTEM,antagonism
Everolimus,Ixabepilone,HOP92_LUNG,antagonism
Gefitinib,Pentostatin,SKOV3_OVARY,antagonism
Gefitinib,Paclitaxel,HS578T_BREAST,antagonism
Imatinib,Decitabine,HCT15_LARGE_INTESTINE,antagonism
MK-1775,Erlotinib,MDAMB436_BREAST,antagonism
Tioguanine,ThioTEPA,KM12_LARGE_INTESTINE,antagonism
Lomustine,Everolimus,EKVX_LUNG,antagonism
Crizotinib,Dacarbazine,ACHN_KIDNEY,antagonism
Crizotinib,Teniposide,SNB75_CENTRAL_NERVOUS_SYSTEM,antagonism
Teniposide,Letrozole,SKMEL28_SKIN,antagonism
Lomustine,Everolimus,BT549_BREAST,antagonism
Hydroxyurea,Pentostatin,DU145_PROSTATE,antagonism
Lomustine,Pipobroman,NCIH23_LUNG,antagonism
Dexrazoxane,Dacarbazine,CAKI1_KIDNEY,antagonism
Tioguanine,Dasatinib,LOXIMVI_SKIN,antagonism
Pelitinib,AT-7519,TC71_BONE,antagonism
Lomustine,Bortezomib,A498_KIDNEY,antagonism
Vandetanib,Valrubicin,UO31_KIDNEY,antagonism
Etoposide,Pipobroman,SNB75_CENTRAL_NERVOUS_SYSTEM,antagonism
Lomustine,Chlorambucil,SNB75_CENTRAL_NERVOUS_SYSTEM,antagonism
Vandetanib,Gefitinib,LOXIMVI_SKIN,antagonism
Pemetrexed,Tioguanine,HCT116_LARGE_INTESTINE,antagonism
Lomustine,ThioTEPA,MDAMB468_BREAST,antagonism
Gefitinib,Ixabepilone,UACC257_SKIN,antagonism
Chlorambucil,Temozolomide,LOXIMVI_SKIN,antagonism
Teniposide,Chlorambucil,MDAMB231_BREAST,antagonism
Lenalidomide,Tioguanine,U251MG_CENTRAL_NERVOUS_SYSTEM,antagonism
Dexrazoxane,Chlorambucil,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
5-Azacitidine,Hydroxyurea,MDAMB231_BREAST,antagonism
Lenalidomide,Carmustine,LOXIMVI_SKIN,antagonism
Crizotinib,Etoposide,HCT116_LARGE_INTESTINE,antagonism
Dexrazoxane,Hydroxyurea,U251MG_CENTRAL_NERVOUS_SYSTEM,antagonism
Teniposide,Methotrexate,CAKI1_KIDNEY,antagonism
5-Azacitidine,Decitabine,SW620_LARGE_INTESTINE,antagonism
Everolimus,BKM-120,TC71_BONE,antagonism
Abiraterone,Dacarbazine,KM12_LARGE_INTESTINE,antagonism
Vandetanib,Dexrazoxane,U251MG_CENTRAL_NERVOUS_SYSTEM,antagonism
Methotrexate,Ridaforolimus,MDAMB436_BREAST,antagonism
Tioguanine,Valrubicin,786O_KIDNEY,antagonism
Axitinib,5-Azacitidine,NCIH460_LUNG,antagonism
Dasatinib,Hydroxyurea,NCIH522_LUNG,antagonism
Abiraterone,ThioTEPA,A549_LUNG,antagonism
Gefitinib,Ixabepilone,SKOV3_OVARY,antagonism
Niraparib,Ridaforolimus,LNCAPCLONEFGC_PROSTATE,antagonism
Tioguanine,Sorafenib,SKMEL28_SKIN,antagonism
Axitinib,Methotrexate,SNB75_CENTRAL_NERVOUS_SYSTEM,antagonism
5-Azacitidine,Fulvestrant,HCT116_LARGE_INTESTINE,antagonism
MK-2206,Dasatinib,LOVO_LARGE_INTESTINE,antagonism
Lomustine,Methotrexate,SKMEL5_SKIN,antagonism
Gefitinib,Vemurafenib,NCIH460_LUNG,antagonism
Etoposide,Pentostatin,SF539_CENTRAL_NERVOUS_SYSTEM,antagonism
MK-2206,Ridaforolimus,T47D_BREAST,antagonism
Niraparib,PD-0325901,ZR751_BREAST,antagonism
Letrozole,5-Azacitidine,BT549_BREAST,antagonism
Imatinib,Pentostatin,HOP92_LUNG,antagonism
Chlorambucil,Valrubicin,NCIH522_LUNG,antagonism
Imatinib,5-Azacitidine,SKMEL5_SKIN,antagonism
Hydroxyurea,Sorafenib,HOP92_LUNG,antagonism
Methotrexate,Tretinoin,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
MK-2206,Niraparib,TC71_BONE,antagonism
Lomustine,Imiquimod,A549_LUNG,antagonism
Teniposide,Allopurinol,T47D_BREAST,antagonism
Lomustine,Methotrexate,LOXIMVI_SKIN,antagonism
Lomustine,Pipobroman,UACC62_SKIN,antagonism
Altretamine,Decitabine,KM12_LARGE_INTESTINE,antagonism
Etoposide,Thalidomide,SKMEL5_SKIN,antagonism
Etoposide,Everolimus,NCIH2122_LUNG,antagonism
MK-2206,Ridaforolimus,SW837_LARGE_INTESTINE,antagonism
Lenalidomide,Hydroxyurea,ACHN_KIDNEY,antagonism
Etoposide,Crizotinib,T47D_BREAST,antagonism
Pemetrexed,Dexrazoxane,UO31_KIDNEY,antagonism
Cabazitaxel,Lenalidomide,NCIH2122_LUNG,antagonism
Cabazitaxel,Pipobroman,NCIH23_LUNG,antagonism
Fluorouracil,Temozolomide,SW620_LARGE_INTESTINE,antagonism
Tioguanine,Methotrexate,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Etoposide,Imatinib,EKVX_LUNG,antagonism
Sorafenib,Pipobroman,UO31_KIDNEY,antagonism
Gefitinib,Dacarbazine,U251MG_CENTRAL_NERVOUS_SYSTEM,antagonism
Letrozole,Pipobroman,UACC62_SKIN,antagonism
Tioguanine,Fulvestrant,SKOV3_OVARY,antagonism
Hydroxyurea,Valrubicin,SF539_CENTRAL_NERVOUS_SYSTEM,antagonism
Dexrazoxane,Dasatinib,OVCAR8_OVARY,antagonism
Lomustine,Everolimus,MCF7_BREAST,antagonism
Lenalidomide,Dexrazoxane,NCIH23_LUNG,antagonism
Abiraterone,Everolimus,NCIH23_LUNG,antagonism
Chlorambucil,ThioTEPA,UO31_KIDNEY,antagonism
Temozolomide,Ridaforolimus,MDAMB436_BREAST,antagonism
Busulfan,Allopurinol,KM12_LARGE_INTESTINE,antagonism
Sorafenib,Bortezomib,PC3_PROSTATE,antagonism
Tioguanine,Decitabine,UACC257_SKIN,antagonism
Everolimus,Busulfan,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Bortezomib,Dasatinib,NCIH23_LUNG,antagonism
Abiraterone,Teniposide,BT549_BREAST,antagonism
Mitotane,Busulfan,MDAMB468_BREAST,antagonism
Dacarbazine,Vemurafenib,IGROV1_OVARY,antagonism
ThioTEPA,Carmustine,OVCAR8_OVARY,antagonism
Fluorouracil,Crizotinib,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Abiraterone,Chlorambucil,BT549_BREAST,antagonism
Paclitaxel,PD-0325901,A375_SKIN,antagonism
Chlorambucil,Anastrozole,A549_LUNG,antagonism
Mitotane,Carmustine,U251MG_CENTRAL_NERVOUS_SYSTEM,antagonism
ThioTEPA,Busulfan,NCIH23_LUNG,antagonism
Valrubicin,Imiquimod,SW620_LARGE_INTESTINE,antagonism
Valrubicin,Anastrozole,UACC257_SKIN,antagonism
Pemetrexed,Bortezomib,OVCAR8_OVARY,antagonism
Chlorambucil,Mitotane,SKMEL28_SKIN,antagonism
Gefitinib,ThioTEPA,T47D_BREAST,antagonism
Methotrexate,Dasatinib,CAOV3_OVARY,antagonism
Vandetanib,Etoposide,SKOV3_OVARY,antagonism
Pemetrexed,Hydroxyurea,CAKI1_KIDNEY,antagonism
Vandetanib,Valrubicin,NCIH522_LUNG,antagonism
Temozolomide,Carmustine,LOXIMVI_SKIN,antagonism
Niraparib,Erlotinib,NCIH460_LUNG,antagonism
ThioTEPA,Imiquimod,OVCAR8_OVARY,antagonism
Dexrazoxane,Crizotinib,UACC62_SKIN,antagonism
Paclitaxel,5-Azacitidine,SKOV3_OVARY,antagonism
Fluorouracil,Thalidomide,OVCAR8_OVARY,antagonism
Dacarbazine,Valrubicin,IGROV1_OVARY,antagonism
