Drug1,Drug2,Cell_line,classification
Abiraterone,Cabazitaxel,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Abiraterone,Cabazitaxel,SF295_CENTRAL_NERVOUS_SYSTEM,synergy
Abiraterone,Cabazitaxel,SF539_CENTRAL_NERVOUS_SYSTEM,synergy
Abiraterone,Cabazitaxel,SKMEL28_SKIN,synergy
Abiraterone,Cabazitaxel,SKMEL5_SKIN,synergy
Abiraterone,Cabazitaxel,SKOV3_OVARY,synergy
Abiraterone,Cabazitaxel,SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Abiraterone,Cabazitaxel,SW620_LARGE_INTESTINE,synergy
Abiraterone,Cabazitaxel,T47D_BREAST,synergy
Abiraterone,Cabazitaxel,U251MG_CENTRAL_NERVOUS_SYSTEM,synergy
Abiraterone,Cabazitaxel,UACC62_SKIN,synergy
Abiraterone,Carmustine,HT29_LARGE_INTESTINE,synergy
Abiraterone,Carmustine,LOXIMVI_SKIN,synergy
Abiraterone,Carmustine,MDAMB468_BREAST,synergy
Abiraterone,Carmustine,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Abiraterone,Carmustine,SKOV3_OVARY,synergy
Abiraterone,Chlorambucil,A498_KIDNEY,antagonism
Abiraterone,Chlorambucil,BT549_BREAST,antagonism
Abiraterone,Chlorambucil,DU145_PROSTATE,synergy
Abiraterone,Chlorambucil,HCT116_LARGE_INTESTINE,antagonism
Abiraterone,Chlorambucil,HCT15_LARGE_INTESTINE,antagonism
Abiraterone,Chlorambucil,HOP62_LUNG,antagonism
Abiraterone,Chlorambucil,HOP92_LUNG,antagonism
Abiraterone,Chlorambucil,HT29_LARGE_INTESTINE,antagonism
Abiraterone,Chlorambucil,IGROV1_OVARY,synergy
Abiraterone,Chlorambucil,LOXIMVI_SKIN,antagonism
Abiraterone,Chlorambucil,MALME3M_SKIN,antagonism
Abiraterone,Chlorambucil,NCIH522_LUNG,antagonism
Abiraterone,Chlorambucil,PC3_PROSTATE,antagonism
Abiraterone,Chlorambucil,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Abiraterone,Chlorambucil,SKMEL5_SKIN,antagonism
Abiraterone,Chlorambucil,SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Abiraterone,Chlorambucil,SW620_LARGE_INTESTINE,antagonism
Abiraterone,Chlorambucil,T47D_BREAST,antagonism
Abiraterone,Chlorambucil,UACC62_SKIN,antagonism
Abiraterone,Crizotinib,BT549_BREAST,synergy
Abiraterone,Crizotinib,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Abiraterone,Crizotinib,NCIH23_LUNG,antagonism
Abiraterone,Crizotinib,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Abiraterone,Crizotinib,SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Abiraterone,Dacarbazine,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Abiraterone,Dacarbazine,IGROV1_OVARY,antagonism
Abiraterone,Dacarbazine,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Abiraterone,Dacarbazine,KM12_LARGE_INTESTINE,antagonism
Abiraterone,Dacarbazine,SNB75_CENTRAL_NERVOUS_SYSTEM,synergy
Abiraterone,Dacarbazine,SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Abiraterone,Dasatinib,ACHN_KIDNEY,synergy
Abiraterone,Dasatinib,BT549_BREAST,synergy
Abiraterone,Dasatinib,CAKI1_KIDNEY,synergy
Abiraterone,Dasatinib,HT29_LARGE_INTESTINE,synergy
Abiraterone,Dasatinib,IGROV1_OVARY,synergy
Abiraterone,Dasatinib,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Abiraterone,Dasatinib,MDAMB231_BREAST,synergy
Abiraterone,Dasatinib,NCIH226_LUNG,synergy
Abiraterone,Dasatinib,NCIH23_LUNG,antagonism
Abiraterone,Dasatinib,NCIH460_LUNG,synergy
Abiraterone,Dasatinib,PC3_PROSTATE,synergy
Abiraterone,Dasatinib,SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Abiraterone,Decitabine,KM12_LARGE_INTESTINE,antagonism
Abiraterone,Decitabine,LOXIMVI_SKIN,synergy
Abiraterone,Decitabine,OVCAR8_OVARY,antagonism
Abiraterone,Decitabine,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Abiraterone,Dexrazoxane,DU145_PROSTATE,antagonism
Abiraterone,Dexrazoxane,HCT15_LARGE_INTESTINE,synergy
Abiraterone,Dexrazoxane,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Abiraterone,Dexrazoxane,HT29_LARGE_INTESTINE,synergy
Abiraterone,Dexrazoxane,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Abiraterone,Dexrazoxane,KM12_LARGE_INTESTINE,antagonism
Abiraterone,Dexrazoxane,LOXIMVI_SKIN,antagonism
Abiraterone,Dexrazoxane,MCF7_BREAST,antagonism
Abiraterone,Dexrazoxane,NCIH2122_LUNG,antagonism
Abiraterone,Dexrazoxane,NCIH23_LUNG,antagonism
Abiraterone,Dexrazoxane,SF295_CENTRAL_NERVOUS_SYSTEM,antagonism
Abiraterone,Dexrazoxane,U251MG_CENTRAL_NERVOUS_SYSTEM,antagonism
Abiraterone,Dexrazoxane,UACC62_SKIN,antagonism
Abiraterone,Etoposide,786O_KIDNEY,synergy
Abiraterone,Etoposide,CAKI1_KIDNEY,synergy
Abiraterone,Etoposide,EKVX_LUNG,synergy
Abiraterone,Etoposide,HCT15_LARGE_INTESTINE,synergy
Abiraterone,Etoposide,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Abiraterone,Etoposide,HT29_LARGE_INTESTINE,synergy
Abiraterone,Etoposide,MDAMB231_BREAST,synergy
Abiraterone,Etoposide,MDAMB468_BREAST,synergy
Abiraterone,Etoposide,NCIH460_LUNG,synergy
Abiraterone,Etoposide,NCIH522_LUNG,synergy
Abiraterone,Etoposide,OVCAR4_OVARY,antagonism
Abiraterone,Etoposide,OVCAR8_OVARY,synergy
Abiraterone,Etoposide,PC3_PROSTATE,antagonism
Abiraterone,Etoposide,SW620_LARGE_INTESTINE,synergy
Abiraterone,Etoposide,T47D_BREAST,antagonism
Abiraterone,Everolimus,HT29_LARGE_INTESTINE,antagonism
Abiraterone,Everolimus,LOXIMVI_SKIN,antagonism
Abiraterone,Everolimus,MDAMB231_BREAST,antagonism
Abiraterone,Everolimus,MDAMB468_BREAST,synergy
Abiraterone,Everolimus,NCIH23_LUNG,antagonism
Abiraterone,Everolimus,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Abiraterone,Everolimus,SNB75_CENTRAL_NERVOUS_SYSTEM,antagonism
Abiraterone,Everolimus,SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Abiraterone,Fluorouracil,CAKI1_KIDNEY,synergy
Abiraterone,Fluorouracil,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Abiraterone,Fluorouracil,KM12_LARGE_INTESTINE,antagonism
Abiraterone,Fluorouracil,LOXIMVI_SKIN,antagonism
Abiraterone,Fluorouracil,MALME3M_SKIN,synergy
Abiraterone,Fluorouracil,NCIH2122_LUNG,antagonism
Abiraterone,Fluorouracil,NCIH23_LUNG,antagonism
Abiraterone,Fluorouracil,NCIH522_LUNG,antagonism
Abiraterone,Fluorouracil,OVCAR8_OVARY,antagonism
Abiraterone,Fluorouracil,PC3_PROSTATE,synergy
Abiraterone,Fluorouracil,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Abiraterone,Fluorouracil,SF295_CENTRAL_NERVOUS_SYSTEM,antagonism
Abiraterone,Fluorouracil,SF539_CENTRAL_NERVOUS_SYSTEM,antagonism
Abiraterone,Fluorouracil,SKMEL5_SKIN,antagonism
Abiraterone,Fluorouracil,SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Abiraterone,Fluorouracil,U251MG_CENTRAL_NERVOUS_SYSTEM,antagonism
Abiraterone,Fluorouracil,UACC62_SKIN,antagonism
Abiraterone,Fulvestrant,KM12_LARGE_INTESTINE,antagonism
Abiraterone,Fulvestrant,MDAMB468_BREAST,antagonism
Abiraterone,Fulvestrant,NCIH2122_LUNG,synergy
Abiraterone,Fulvestrant,UO31_KIDNEY,antagonism
Abiraterone,Gefitinib,A498_KIDNEY,synergy
Abiraterone,Gefitinib,A549_LUNG,synergy
Abiraterone,Gefitinib,HCT15_LARGE_INTESTINE,synergy
Abiraterone,Gefitinib,HOP62_LUNG,antagonism
Abiraterone,Gefitinib,HT29_LARGE_INTESTINE,synergy
Abiraterone,Gefitinib,IGROV1_OVARY,synergy
Abiraterone,Gefitinib,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Abiraterone,Gefitinib,KM12_LARGE_INTESTINE,antagonism
Abiraterone,Gefitinib,LOXIMVI_SKIN,antagonism
Abiraterone,Gefitinib,MDAMB435S_SKIN,synergy
Abiraterone,Gefitinib,OVCAR4_OVARY,antagonism
Abiraterone,Gefitinib,SKMEL28_SKIN,synergy
Abiraterone,Gefitinib,SKMEL5_SKIN,synergy
Abiraterone,Gefitinib,SKOV3_OVARY,synergy
Abiraterone,Gefitinib,SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Abiraterone,Gefitinib,U251MG_CENTRAL_NERVOUS_SYSTEM,antagonism
Abiraterone,Gefitinib,UACC257_SKIN,synergy
Abiraterone,Gefitinib,UACC62_SKIN,synergy
Abiraterone,Hydroxyurea,CAKI1_KIDNEY,antagonism
Abiraterone,Hydroxyurea,LOXIMVI_SKIN,antagonism
Abiraterone,Hydroxyurea,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Abiraterone,Hydroxyurea,SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Abiraterone,Ifosfamide,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Abiraterone,Ifosfamide,HS578T_BREAST,synergy
Abiraterone,Ifosfamide,LOXIMVI_SKIN,synergy
Abiraterone,Ifosfamide,MDAMB468_BREAST,synergy
Abiraterone,Ifosfamide,UO31_KIDNEY,synergy
Abiraterone,Imatinib,ACHN_KIDNEY,synergy
Abiraterone,Imatinib,BT549_BREAST,synergy
Abiraterone,Imatinib,CAKI1_KIDNEY,synergy
Abiraterone,Imatinib,DU145_PROSTATE,synergy
Abiraterone,Imatinib,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Abiraterone,Imatinib,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Abiraterone,Imatinib,LOXIMVI_SKIN,synergy
Abiraterone,Imatinib,MCF7_BREAST,synergy
Abiraterone,Imatinib,NCIH460_LUNG,synergy
Abiraterone,Imatinib,SF539_CENTRAL_NERVOUS_SYSTEM,antagonism
Abiraterone,Imatinib,SKOV3_OVARY,synergy
Abiraterone,Imatinib,SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Abiraterone,Imatinib,SW620_LARGE_INTESTINE,synergy
Abiraterone,Imatinib,UO31_KIDNEY,synergy
Abiraterone,Imiquimod,HS578T_BREAST,synergy
Abiraterone,Imiquimod,LOXIMVI_SKIN,synergy
Abiraterone,Imiquimod,NCIH460_LUNG,synergy
Abiraterone,Imiquimod,SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Abiraterone,Imiquimod,UO31_KIDNEY,antagonism
Abiraterone,Ixabepilone,CAKI1_KIDNEY,synergy
Abiraterone,Ixabepilone,HT29_LARGE_INTESTINE,synergy
Abiraterone,Ixabepilone,LOXIMVI_SKIN,synergy
Abiraterone,Ixabepilone,MDAMB231_BREAST,synergy
Abiraterone,Ixabepilone,MDAMB468_BREAST,synergy
Abiraterone,Lenalidomide,HCT15_LARGE_INTESTINE,synergy
Abiraterone,Lenalidomide,KM12_LARGE_INTESTINE,antagonism
Abiraterone,Lenalidomide,LOXIMVI_SKIN,antagonism
Abiraterone,Lenalidomide,SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Abiraterone,Lenalidomide,U251MG_CENTRAL_NERVOUS_SYSTEM,antagonism
Abiraterone,Lenalidomide,UO31_KIDNEY,synergy
Abiraterone,Letrozole,KM12_LARGE_INTESTINE,antagonism
Abiraterone,Letrozole,SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Abiraterone,Letrozole,UO31_KIDNEY,antagonism
Abiraterone,Lomustine,786O_KIDNEY,synergy
Abiraterone,Lomustine,A549_LUNG,antagonism
Abiraterone,Lomustine,ACHN_KIDNEY,synergy
Abiraterone,Lomustine,HCT116_LARGE_INTESTINE,antagonism
Abiraterone,Lomustine,HOP62_LUNG,synergy
Abiraterone,Lomustine,HOP92_LUNG,antagonism
Abiraterone,Lomustine,HS578T_BREAST,synergy
Abiraterone,Lomustine,HT29_LARGE_INTESTINE,antagonism
Abiraterone,Lomustine,IGROV1_OVARY,antagonism
Abiraterone,Lomustine,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Abiraterone,Lomustine,KM12_LARGE_INTESTINE,antagonism
Abiraterone,Lomustine,LOXIMVI_SKIN,antagonism
Abiraterone,Lomustine,NCIH226_LUNG,antagonism
Abiraterone,Lomustine,NCIH522_LUNG,antagonism
Abiraterone,Lomustine,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Abiraterone,Lomustine,SF539_CENTRAL_NERVOUS_SYSTEM,antagonism
Abiraterone,Lomustine,SKMEL28_SKIN,synergy
Abiraterone,Lomustine,SNB75_CENTRAL_NERVOUS_SYSTEM,antagonism
Abiraterone,Lomustine,U251MG_CENTRAL_NERVOUS_SYSTEM,antagonism
Abiraterone,Methotrexate,A498_KIDNEY,antagonism
Abiraterone,Methotrexate,CAKI1_KIDNEY,antagonism
Abiraterone,Methotrexate,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Abiraterone,Methotrexate,IGROV1_OVARY,antagonism
Abiraterone,Methotrexate,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Abiraterone,Methotrexate,MCF7_BREAST,antagonism
Abiraterone,Methotrexate,NCIH23_LUNG,antagonism
Abiraterone,Methotrexate,OVCAR4_OVARY,antagonism
Abiraterone,Methotrexate,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Abiraterone,Methotrexate,SKMEL5_SKIN,antagonism
Abiraterone,Methotrexate,SKOV3_OVARY,antagonism
Abiraterone,Methotrexate,SNB75_CENTRAL_NERVOUS_SYSTEM,antagonism
Abiraterone,Methotrexate,SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Abiraterone,Methotrexate,UACC62_SKIN,antagonism
Abiraterone,Methotrexate,UO31_KIDNEY,antagonism
Abiraterone,Methoxsalen,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Abiraterone,Methoxsalen,LOXIMVI_SKIN,antagonism
Abiraterone,Methoxsalen,NCIH2122_LUNG,synergy
Abiraterone,Methoxsalen,NCIH226_LUNG,synergy
Abiraterone,Methoxsalen,SF539_CENTRAL_NERVOUS_SYSTEM,synergy
Abiraterone,Methoxsalen,SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Abiraterone,Methoxsalen,UO31_KIDNEY,synergy
Abiraterone,Mitotane,EKVX_LUNG,synergy
Abiraterone,Mitotane,HCT116_LARGE_INTESTINE,synergy
Abiraterone,Mitotane,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Abiraterone,Mitotane,LOXIMVI_SKIN,antagonism
Abiraterone,Paclitaxel,786O_KIDNEY,synergy
Abiraterone,Paclitaxel,A549_LUNG,synergy
Abiraterone,Paclitaxel,BT549_BREAST,synergy
Abiraterone,Paclitaxel,CAKI1_KIDNEY,synergy
Abiraterone,Paclitaxel,DU145_PROSTATE,synergy
Abiraterone,Paclitaxel,EKVX_LUNG,synergy
Abiraterone,Paclitaxel,HCT116_LARGE_INTESTINE,synergy
Abiraterone,Paclitaxel,HCT15_LARGE_INTESTINE,synergy
Abiraterone,Paclitaxel,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Abiraterone,Paclitaxel,HOP62_LUNG,synergy
Abiraterone,Paclitaxel,HOP92_LUNG,synergy
Abiraterone,Paclitaxel,HS578T_BREAST,synergy
Abiraterone,Paclitaxel,HT29_LARGE_INTESTINE,synergy
Abiraterone,Paclitaxel,IGROV1_OVARY,synergy
Abiraterone,Paclitaxel,KM12_LARGE_INTESTINE,synergy
Abiraterone,Paclitaxel,LOXIMVI_SKIN,synergy
Abiraterone,Paclitaxel,MCF7_BREAST,synergy
Abiraterone,Paclitaxel,MDAMB231_BREAST,synergy
Abiraterone,Paclitaxel,MDAMB435S_SKIN,synergy
Abiraterone,Paclitaxel,MDAMB468_BREAST,synergy
Abiraterone,Paclitaxel,NCIH2122_LUNG,synergy
Abiraterone,Paclitaxel,NCIH460_LUNG,synergy
Abiraterone,Paclitaxel,NCIH522_LUNG,synergy
Abiraterone,Paclitaxel,OVCAR4_OVARY,synergy
Abiraterone,Paclitaxel,PC3_PROSTATE,synergy
Abiraterone,Paclitaxel,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Abiraterone,Paclitaxel,SF295_CENTRAL_NERVOUS_SYSTEM,synergy
Abiraterone,Paclitaxel,SF539_CENTRAL_NERVOUS_SYSTEM,synergy
Abiraterone,Paclitaxel,SKMEL5_SKIN,synergy
Abiraterone,Paclitaxel,SKOV3_OVARY,synergy
Abiraterone,Paclitaxel,SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Abiraterone,Paclitaxel,SW620_LARGE_INTESTINE,synergy
Abiraterone,Paclitaxel,T47D_BREAST,synergy
Abiraterone,Paclitaxel,U251MG_CENTRAL_NERVOUS_SYSTEM,synergy
Abiraterone,Paclitaxel,UACC257_SKIN,synergy
Abiraterone,Paclitaxel,UACC62_SKIN,synergy
Abiraterone,Paclitaxel,UO31_KIDNEY,synergy
Abiraterone,Pemetrexed,ACHN_KIDNEY,antagonism
Abiraterone,Pemetrexed,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Abiraterone,Pemetrexed,HS578T_BREAST,antagonism
Abiraterone,Pemetrexed,IGROV1_OVARY,antagonism
Abiraterone,Pemetrexed,KM12_LARGE_INTESTINE,synergy
Abiraterone,Pemetrexed,MDAMB231_BREAST,antagonism
Abiraterone,Pemetrexed,MDAMB468_BREAST,synergy
Abiraterone,Pemetrexed,OVCAR4_OVARY,antagonism
Abiraterone,Pemetrexed,SF295_CENTRAL_NERVOUS_SYSTEM,antagonism
Abiraterone,Pemetrexed,SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Abiraterone,Pemetrexed,UACC62_SKIN,antagonism
Abiraterone,Pentostatin,HCT15_LARGE_INTESTINE,synergy
Abiraterone,Pentostatin,KM12_LARGE_INTESTINE,antagonism
Abiraterone,Pentostatin,LOXIMVI_SKIN,synergy
Abiraterone,Pentostatin,MDAMB468_BREAST,synergy
Abiraterone,Pentostatin,UO31_KIDNEY,synergy
Abiraterone,Pipobroman,A549_LUNG,antagonism
Abiraterone,Pipobroman,CAKI1_KIDNEY,antagonism
Abiraterone,Pipobroman,DU145_PROSTATE,antagonism
Abiraterone,Pipobroman,HCT116_LARGE_INTESTINE,antagonism
Abiraterone,Pipobroman,HCT15_LARGE_INTESTINE,antagonism
Abiraterone,Pipobroman,HT29_LARGE_INTESTINE,antagonism
Abiraterone,Pipobroman,IGROV1_OVARY,antagonism
Abiraterone,Pipobroman,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Abiraterone,Pipobroman,KM12_LARGE_INTESTINE,antagonism
Abiraterone,Pipobroman,LOXIMVI_SKIN,antagonism
Abiraterone,Pipobroman,MCF7_BREAST,antagonism
Abiraterone,Pipobroman,MDAMB231_BREAST,antagonism
Abiraterone,Pipobroman,NCIH2122_LUNG,antagonism
Abiraterone,Pipobroman,NCIH23_LUNG,antagonism
Abiraterone,Pipobroman,PC3_PROSTATE,antagonism
Abiraterone,Pipobroman,SF539_CENTRAL_NERVOUS_SYSTEM,antagonism
Abiraterone,Pipobroman,SW620_LARGE_INTESTINE,antagonism
Abiraterone,Pipobroman,U251MG_CENTRAL_NERVOUS_SYSTEM,antagonism
Abiraterone,Pipobroman,UACC62_SKIN,synergy
Abiraterone,Pipobroman,UO31_KIDNEY,synergy
Abiraterone,Sorafenib,786O_KIDNEY,antagonism
Abiraterone,Sorafenib,A498_KIDNEY,antagonism
Abiraterone,Sorafenib,CAKI1_KIDNEY,synergy
Abiraterone,Sorafenib,HOP92_LUNG,antagonism
Abiraterone,Sorafenib,HS578T_BREAST,antagonism
Abiraterone,Sorafenib,IGROV1_OVARY,antagonism
Abiraterone,Sorafenib,MALME3M_SKIN,antagonism
Abiraterone,Sorafenib,MCF7_BREAST,antagonism
Abiraterone,Sorafenib,MDAMB435S_SKIN,antagonism
Abiraterone,Sorafenib,NCIH522_LUNG,antagonism
Abiraterone,Sorafenib,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Abiraterone,Sorafenib,SF539_CENTRAL_NERVOUS_SYSTEM,antagonism
Abiraterone,Sorafenib,SKMEL28_SKIN,antagonism
Abiraterone,Sorafenib,SKMEL5_SKIN,antagonism
Abiraterone,Sorafenib,SKOV3_OVARY,antagonism
Abiraterone,Sorafenib,SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Abiraterone,Sorafenib,T47D_BREAST,antagonism
Abiraterone,Sorafenib,UACC62_SKIN,antagonism
Abiraterone,Sorafenib,UO31_KIDNEY,synergy
Abiraterone,Temozolomide,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Abiraterone,Temozolomide,LOXIMVI_SKIN,synergy
Abiraterone,Temozolomide,OVCAR8_OVARY,synergy
Abiraterone,Temozolomide,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Abiraterone,Temozolomide,SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Abiraterone,Teniposide,786O_KIDNEY,synergy
Abiraterone,Teniposide,A549_LUNG,antagonism
Abiraterone,Teniposide,BT549_BREAST,antagonism
Abiraterone,Teniposide,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Abiraterone,Teniposide,HOP92_LUNG,antagonism
Abiraterone,Teniposide,KM12_LARGE_INTESTINE,antagonism
Abiraterone,Teniposide,LOXIMVI_SKIN,antagonism
Abiraterone,Teniposide,MALME3M_SKIN,antagonism
Abiraterone,Teniposide,MDAMB231_BREAST,antagonism
Abiraterone,Teniposide,NCIH2122_LUNG,antagonism
Abiraterone,Teniposide,NCIH522_LUNG,antagonism
Abiraterone,Teniposide,OVCAR4_OVARY,antagonism
Abiraterone,Teniposide,PC3_PROSTATE,antagonism
Abiraterone,Teniposide,SKMEL28_SKIN,antagonism
Abiraterone,Teniposide,SKMEL5_SKIN,antagonism
Abiraterone,Teniposide,SKOV3_OVARY,antagonism
Abiraterone,Teniposide,SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Abiraterone,Teniposide,T47D_BREAST,antagonism
Abiraterone,Teniposide,UACC62_SKIN,antagonism
Abiraterone,Thalidomide,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Abiraterone,Thalidomide,KM12_LARGE_INTESTINE,synergy
Abiraterone,Thalidomide,LOXIMVI_SKIN,antagonism
Abiraterone,Thalidomide,SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Abiraterone,Thalidomide,UO31_KIDNEY,synergy
Abiraterone,ThioTEPA,A549_LUNG,antagonism
Abiraterone,ThioTEPA,ACHN_KIDNEY,antagonism
Abiraterone,ThioTEPA,CAKI1_KIDNEY,antagonism
Abiraterone,ThioTEPA,DU145_PROSTATE,antagonism
Abiraterone,ThioTEPA,HCT116_LARGE_INTESTINE,antagonism
Abiraterone,ThioTEPA,HCT15_LARGE_INTESTINE,antagonism
Abiraterone,ThioTEPA,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Abiraterone,ThioTEPA,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Abiraterone,ThioTEPA,KM12_LARGE_INTESTINE,antagonism
Abiraterone,ThioTEPA,LOXIMVI_SKIN,antagonism
Abiraterone,ThioTEPA,NCIH23_LUNG,antagonism
Abiraterone,ThioTEPA,NCIH460_LUNG,antagonism
Abiraterone,ThioTEPA,OVCAR8_OVARY,antagonism
Abiraterone,ThioTEPA,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Abiraterone,ThioTEPA,SF295_CENTRAL_NERVOUS_SYSTEM,antagonism
Abiraterone,ThioTEPA,SF539_CENTRAL_NERVOUS_SYSTEM,antagonism
Abiraterone,ThioTEPA,T47D_BREAST,antagonism
Abiraterone,ThioTEPA,U251MG_CENTRAL_NERVOUS_SYSTEM,antagonism
Abiraterone,ThioTEPA,UACC62_SKIN,antagonism
Abiraterone,ThioTEPA,UO31_KIDNEY,synergy
Abiraterone,Tioguanine,BT549_BREAST,antagonism
Abiraterone,Tioguanine,EKVX_LUNG,antagonism
Abiraterone,Tioguanine,HCT15_LARGE_INTESTINE,synergy
Abiraterone,Tioguanine,MALME3M_SKIN,antagonism
Abiraterone,Tioguanine,MDAMB231_BREAST,antagonism
Abiraterone,Tioguanine,NCIH2122_LUNG,antagonism
Abiraterone,Tioguanine,OVCAR4_OVARY,antagonism
Abiraterone,Tioguanine,SKMEL5_SKIN,antagonism
Abiraterone,Tioguanine,T47D_BREAST,antagonism
Abiraterone,Tioguanine,U251MG_CENTRAL_NERVOUS_SYSTEM,antagonism
Abiraterone,Tioguanine,UACC257_SKIN,antagonism
Abiraterone,Tretinoin,CAKI1_KIDNEY,antagonism
Abiraterone,Tretinoin,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Abiraterone,Tretinoin,HOP62_LUNG,synergy
Abiraterone,Tretinoin,KM12_LARGE_INTESTINE,antagonism
Abiraterone,Tretinoin,LOXIMVI_SKIN,synergy
Abiraterone,Tretinoin,MDAMB468_BREAST,synergy
Abiraterone,Tretinoin,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Abiraterone,Tretinoin,SF539_CENTRAL_NERVOUS_SYSTEM,antagonism
Abiraterone,Tretinoin,SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Abiraterone,Tretinoin,UACC62_SKIN,antagonism
Abiraterone,Tretinoin,UO31_KIDNEY,synergy
Abiraterone,Valrubicin,BT549_BREAST,synergy
Abiraterone,Valrubicin,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Abiraterone,Valrubicin,HOP62_LUNG,synergy
Abiraterone,Valrubicin,KM12_LARGE_INTESTINE,antagonism
Abiraterone,Valrubicin,LOXIMVI_SKIN,synergy
Abiraterone,Valrubicin,MDAMB468_BREAST,synergy
