CID,IUPACName,MolecularFormula,MW,logP,TPSA,HBD,HBA,RotatableBonds,HeavyAtoms,CanonicalSMILES,InChIKey
406563,4-[4-[[4-chloro-3-(trifluoromethyl)phenyl]carbamoylamino]phenoxy]-N-methylpyridine-2-carboxamide;4-methylbenzenesulfonic acid,C28H24ClF3N4O6S,637.0,,155.0,4,10,6,43,,IVDHYUQIDRJSTI-UHFFFAOYSA-N
3002190,"(1S,2R,5R,7R,8R,9R,11R,13R,14R)-8-[(2S,3R,4S,6R)-4-(dimethylamino)-3-hydroxy-6-methyloxan-2-yl]oxy-2-ethyl-9-methoxy-1,5,7,9,11,13-hexamethyl-15-[4-(4-pyridin-3-ylimidazol-1-yl)butyl]-3,17-dioxa-15-azabicyclo[12.3.0]heptadecane-4,6,12,16-tetrone",C43H65N5O10,812.0,4.2,172.0,1,13,11,58,,LJVAJPDWBABPEJ-PNUFFHFMSA-N
122335,"2-[4-[2-(3,5-dimethylanilino)-2-oxoethyl]phenoxy]-2-methylpropanoic acid",C20H23NO4,341.4,3.6,75.6,2,4,6,25,,BNFRJXLZYUTIII-UHFFFAOYSA-N
213037,5-chloro-2-[(5-chlorothiophen-2-yl)sulfonylamino]-N-(4-morpholin-4-ylsulfonylphenyl)benzamide,C21H19Cl2N3O6S3,576.5,4.2,167.0,2,9,7,35,,PQHLRGARXNPFCF-UHFFFAOYSA-N
49848070,4-fluoro-N-methyl-N-[1-[4-(2-methylpyrazol-3-yl)phthalazin-1-yl]piperidin-4-yl]-2-(trifluoromethyl)benzamide,C26H24F4N6O,512.5,4.3,67.2,0,9,4,37,,SZBGQDXLNMELTB-UHFFFAOYSA-N
57662985,N-[2-methyl-5-(methylaminomethyl)phenyl]-4-[(4-phenylquinazolin-2-yl)amino]benzamide,C30H27N5O,473.6,5.7,78.9,3,5,7,36,,KLRRGBHZCJLIEL-UHFFFAOYSA-N
54360,4-[(4-chlorophenyl)methyl]-2-(1-methylazepan-4-yl)phthalazin-1-one;hydrochloride,C22H25Cl2N3O,418.4,,35.9,1,3,3,28,,YEJAJYAHJQIWNU-UHFFFAOYSA-N
5831,2-carbamoyloxyethyl(trimethyl)azanium chloride,C6H15ClN2O2,182.65,,52.3,1,3,4,11,,AIXAANGOTKPUOY-UHFFFAOYSA-N
114750,"(4S)-N-[(2S)-1-[(2S)-2-carbamoylpyrrolidin-1-yl]-3-(1H-imidazol-5-yl)-1-oxopropan-2-yl]-1-methyl-2,6-dioxo-1,3-diazinane-4-carboxamide",C17H23N7O5,405.4,-3.0,171.0,4,6,6,29,,LQZAIAZUDWIVPM-SRVKXCTJSA-N
54682040,"2-(1,1-dioxothiazinan-2-yl)-N-[(4-fluorophenyl)methyl]-5-hydroxy-1-methyl-6-oxopyrimidine-4-carboxamide",C17H19FN4O5S,410.4,1.0,128.0,2,7,4,28,,VNIWZCGZPBJWBI-UHFFFAOYSA-N
51001932,"2-methyl-2-[4-[2-(5-methyl-2-propan-2-yl-1,2,4-triazol-3-yl)-5,6-dihydroimidazo[1,2-d][1,4]benzoxazepin-9-yl]pyrazol-1-yl]propanamide",C24H28N8O2,460.5,1.8,119.0,1,6,5,34,,BEUQXVWXFDOSAQ-UHFFFAOYSA-N
6197,"4-[(2R)-2-[(1S,3S,5S)-3,5-dimethyl-2-oxocyclohexyl]-2-hydroxyethyl]piperidine-2,6-dione",C15H23NO4,281.35,0.5,83.5,2,4,3,20,,YPHMISFOHDHNIV-FSZOTQKASA-N
9910486,1-(2-bromophenyl)-3-[(3R)-1-[5-(trifluoromethyl)-2-pyridinyl]pyrrolidin-3-yl]urea,C17H16BrF3N4O,429.2,3.8,57.3,2,6,3,26,,JYILLRHXRVTRSH-GFCCVEGCSA-N
6509979,"(1R,9S,12S,13R,14S,17R,18E,21S,23S,24R,25S,27R)-12-[(E)-1-[(1R,3R,4S)-4-chloro-3-methoxycyclohexyl]prop-1-en-2-yl]-17-ethyl-1,14-dihydroxy-23,25-dimethoxy-13,19,21,27-tetramethyl-11,28-dioxa-4-azatricyclo[22.3.1.04,9]octacos-18-ene-2,3,10,16-tetrone",C43H68ClNO11,810.4,3.8,158.0,2,11,6,56,,KASDHRXLYQOAKZ-XDSKOBMDSA-N
56844015,"2-[4-(carboxymethyl)-2-[(1R)-1-[[2-[(2,5-dichlorobenzoyl)amino]acetyl]amino]-3-methylbutyl]-5-oxo-1,3,2-dioxaborolan-4-yl]acetic acid",C20H23BCl2N2O9,517.1,,168.0,4,9,11,34,,MBOMYENWWXQSNW-AWEZNQCLSA-N
3108,"2-[[2-[bis(2-hydroxyethyl)amino]-4,8-di(piperidin-1-yl)pyrimido[5,4-d]pyrimidin-6-yl]-(2-hydroxyethyl)amino]ethanol",C24H40N8O4,504.6,0.7,145.0,4,12,12,36,,IZEKFCXSFNUWAM-UHFFFAOYSA-N
60825,"4-amino-1-[(2R,5S)-2-(hydroxymethyl)-1,3-oxathiolan-5-yl]pyrimidin-2-one",C8H11N3O3S,229.26,-0.9,113.0,2,4,2,15,,JTEGQNOMFQHVDC-NKWVEPMBSA-N
6420138,"4-methyl-5-[2-(4-morpholin-4-ylanilino)pyrimidin-4-yl]-1,3-thiazol-2-amine",C18H20N6OS,368.5,2.6,117.0,2,8,4,26,,GPSZYOIFQZPWEJ-UHFFFAOYSA-N
10117987,"4-(furan-2-yl)-10-[2-[4-[4-(2-methoxyethoxy)phenyl]piperazin-1-yl]ethyl]-3,5,6,8,10,11-hexazatricyclo[7.3.0.02,6]dodeca-1(9),2,4,7,11-pentaen-7-amine",C25H29N9O3,503.6,1.9,125.0,1,10,9,37,,DTYWJKSSUANMHD-UHFFFAOYSA-N
129228,"1-[(2,6-difluorophenyl)methyl]triazole-4-carboxamide",C10H8F2N4O,238.19,0.7,73.8,1,5,3,17,,POGQSBRIGCQNEG-UHFFFAOYSA-N
219025,N-[2-butyl-3-[4-[3-(dibutylamino)propoxy]benzoyl]-1-benzofuran-5-yl]methanesulfonamide;hydrochloride,C31H45ClN2O5S,593.2,,97.2,2,7,18,40,,DWKVCQXJYURSIQ-UHFFFAOYSA-N
11398092,"(2S)-1-[(2S)-2-[(4-amino-3-chlorobenzoyl)amino]-3,3-dimethylbutanoyl]-N-[(2R,3S)-2-ethoxy-5-oxooxolan-3-yl]pyrrolidine-2-carboxamide",C24H33ClN4O6,509.0,2.3,140.0,3,7,8,35,,SJDDOCKBXFJEJB-MOKWFATOSA-N
213039,"[(3aS,4R,6aR)-2,3,3a,4,5,6a-hexahydrofuro[2,3-b]furan-4-yl] N-[(2S,3R)-4-[(4-aminophenyl)sulfonyl-(2-methylpropyl)amino]-3-hydroxy-1-phenylbutan-2-yl]carbamate",C27H37N3O7S,547.7,2.9,149.0,3,9,12,38,,CJBJHOAVZSMMDJ-HEXNFIEUSA-N
46188928,"(3S)-N-[5-[(2R)-2-(2,5-difluorophenyl)pyrrolidin-1-yl]pyrazolo[1,5-a]pyrimidin-3-yl]-3-hydroxypyrrolidine-1-carboxamide",C21H22F2N6O2,428.4,1.7,86.0,2,7,3,31,,NYNZQNWKBKUAII-KBXCAEBGSA-N
25127713,"1-[4-[4-(3,4-dichloro-2-fluoroanilino)-7-methoxyquinazolin-6-yl]oxypiperidin-1-yl]prop-2-en-1-one",C23H21Cl2FN4O3,491.3,5.4,76.6,1,7,6,33,,LPFWVDIFUFFKJU-UHFFFAOYSA-N
10029385,"3-[6-fluoro-10-(piperidine-1-carbonyl)-1,10-diazatricyclo[6.4.1.04,13]trideca-2,4,6,8(13)-tetraen-3-yl]-4-imidazo[1,2-a]pyridin-3-ylpyrrole-2,5-dione",C28H25FN6O3,512.5,2.5,92.0,1,5,2,38,,HRJWTAWVFDCTGO-UHFFFAOYSA-N
68911,"(1R,4S,5R,8S,9R,10S,12R,13R)-10-methoxy-1,5,9-trimethyl-11,14,15,16-tetraoxatetracyclo[10.3.1.04,13.08,13]hexadecane",C16H26O5,298.37,3.1,46.2,0,5,1,21,,SXYIRMFQILZOAM-HVNFFKDJSA-N
135398737,"3-chloro-6-(4-methylpiperazin-1-yl)-11H-benzo[b][1,4]benzodiazepine",C18H19ClN4,326.8,3.1,30.9,1,3,1,23,,QZUDBNBUXVUHMW-UHFFFAOYSA-N
656583,"(1S,2R,6R,8S,11S,12S,15S,16S)-5,15-dihydroxy-2,16-dimethyl-7-oxapentacyclo[9.7.0.02,8.06,8.012,16]octadec-4-ene-4-carbonitrile",C20H27NO3,329.4,2.9,76.8,2,4,0,24,,KVJXBPDAXMEYOA-CXANFOAXSA-N
65016,"[(3S)-oxolan-3-yl] N-[(2S,3R)-4-[(4-aminophenyl)sulfonyl-(2-methylpropyl)amino]-3-hydroxy-1-phenylbutan-2-yl]carbamate",C25H35N3O6S,505.6,2.9,140.0,3,8,12,35,,YMARZQAQMVYCKC-OEMFJLHTSA-N
126565,"(15S,16S,18R)-16-hydroxy-16-(hydroxymethyl)-15-methyl-28-oxa-4,14,19-triazaoctacyclo[12.11.2.115,18.02,6.07,27.08,13.019,26.020,25]octacosa-1,6,8,10,12,20,22,24,26-nonaen-3-one",C26H21N3O4,439.5,2.2,88.7,3,4,1,33,,UIARLYUEJFELEN-LROUJFHJSA-N
37542,"1-[(2R,3R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-1,2,4-triazole-3-carboxamide",C8H12N4O5,244.20,-1.8,144.0,4,7,3,17,,IWUCXVSUMQZMFG-AFCXAGJDSA-N
73303,"(4R,5S,6S)-6-[(1R)-1-hydroxyethyl]-4-methyl-7-oxo-3-[(3S,5S)-5-[(sulfamoylamino)methyl]pyrrolidin-3-yl]sulfanyl-1-azabicyclo[3.2.0]hept-2-ene-2-carboxylic acid",C15H24N4O6S2,420.5,-3.4,196.0,5,10,7,27,,AVAACINZEOAHHE-VFZPANTDSA-N
60164,6-[3-(1-adamantyl)-4-methoxyphenyl]naphthalene-2-carboxylic acid,C28H28O3,412.5,7.7,46.5,1,3,4,31,,LZCDAPDGXCYOEH-UHFFFAOYSA-N
11520894,"(1R,9S,12S,15R,16E,18R,19R,21R,23S,24E,26E,28E,30S,32S,35R)-12-[(2R)-1-[(1S,3R,4R)-4-dimethylphosphoryloxy-3-methoxycyclohexyl]propan-2-yl]-1,18-dihydroxy-19,30-dimethoxy-15,17,21,23,29,35-hexamethyl-11,36-dioxa-4-azatricyclo[30.3.1.04,9]hexatriaconta-16,24,26,28-tetraene-2,3,10,14,20-pentone",C53H84NO14P,990.2,5.9,202.0,2,14,8,69,,BUROJSBIWGDYCN-GAUTUEMISA-N
3331,(3-carbamoyloxy-2-phenylpropyl) carbamate,C11H14N2O4,238.24,0.6,105.0,2,4,7,17,,WKGXYQFOCVYPAC-UHFFFAOYSA-N
176873,"2-[(2S,5R,8S,11S)-5-benzyl-11-[3-(diaminomethylideneamino)propyl]-7-methyl-3,6,9,12,15-pentaoxo-8-propan-2-yl-1,4,7,10,13-pentazacyclopentadec-2-yl]acetic acid",C27H40N8O7,588.7,-1.0,238.0,7,8,9,42,,AMLYAMJWYAIXIA-VWNVYAMZSA-N
78357816,"(1S)-1-[6,7-bis(difluoromethoxy)naphthalen-2-yl]-2-methyl-1-(2H-triazol-4-yl)propan-1-ol",C18H17F4N3O3,399.3,4.7,80.3,2,9,7,28,,ZBRAJOQFSNYJMF-SFHVURJKSA-N
9960285,(2S)-2-[[(2R)-2-[[(2S)-2-[[(2S)-2-[[(2S)-1-acetylpyrrolidine-2-carbonyl]amino]-3-(1H-imidazol-5-yl)propanoyl]amino]-3-hydroxypropanoyl]amino]-3-sulfanylpropanoyl]amino]butanediamide,C23H35N9O8S,597.6,-4.7,273.0,9,10,15,41,,MMHDBUJXLOFTLC-WOYTXXSLSA-N
7638,4-phenylmethoxyphenol,C13H12O2,200.23,3.4,29.5,1,2,3,15,,VYQNWZOUAUKGHI-UHFFFAOYSA-N
24795070,"N-[(1-methylpiperidin-4-yl)methyl]-3-[3-(trifluoromethoxy)phenyl]imidazo[1,2-b]pyridazin-6-amine",C20H22F3N5O,405.4,4.3,54.7,1,8,5,29,,MHXGEROHKGDZGO-UHFFFAOYSA-N
3446,2-[1-(aminomethyl)cyclohexyl]acetic acid,C9H17NO2,171.24,-1.1,63.3,2,3,3,12,,UGJMXCAKCUNAIE-UHFFFAOYSA-N
71577426,"N-[6-[4-[5-[(2-pyridin-2-ylacetyl)amino]-1,3,4-thiadiazol-2-yl]butyl]pyridazin-3-yl]-2-[3-(trifluoromethoxy)phenyl]acetamide",C26H24F3N7O3S,571.6,3.6,160.0,2,12,12,40,,PRAAPINBUWJLGA-UHFFFAOYSA-N
9880,"[(1S,2S,3S,5R,11R,12S,15R,16S)-15-acetyl-9-chloro-2,16-dimethyl-6-oxo-15-pentacyclo[9.7.0.02,8.03,5.012,16]octadeca-7,9-dienyl] acetate",C24H29ClO4,416.9,3.6,60.4,0,4,3,29,,UWFYSQMTEOIJJG-FDTZYFLXSA-N
13770,"1-methyl-4-(2-tricyclo[9.4.0.03,8]pentadeca-1(15),3,5,7,9,11,13-heptaenylidene)piperidine;hydrochloride",C21H22ClN,323.9,,3.2,1,1,0,23,,ZPMVNZLARAEGHB-UHFFFAOYSA-N
118310260,"3-[2-[4-(trifluoromethoxy)anilino]-1-[(1R,5R)-3,3,5-trimethylcyclohexyl]benzimidazol-5-yl]propanoic acid",C26H30F3N3O3,489.5,7.2,76.4,2,8,7,35,,RNMAUIMMNAHKQR-QFBILLFUSA-N
57327016,"[(1R,2R,3R,11S,12S,14R,26R)-5,12-dihydroxy-6,6'-dimethoxy-7,21,30-trimethyl-27-oxospiro[17,19,28-trioxa-24-thia-13,30-diazaheptacyclo[12.9.6.13,11.02,13.04,9.015,23.016,20]triaconta-4(9),5,7,15,20,22-hexaene-26,1'-2,3,4,9-tetrahydropyrido[3,4-b]indole]-22-yl] acetate",C41H44N4O10S,784.9,3.9,190.0,4,14,4,56,,YDDMIZRDDREKEP-HWTBNCOESA-N
78209992,"[4-(3-chloro-2-fluoroanilino)-7-methoxyquinazolin-6-yl] (2R)-2,4-dimethylpiperazine-1-carboxylate",C22H23ClFN5O3,459.9,4.1,79.8,1,8,5,32,,MXDSJQHFFDGFDK-CYBMUJFWSA-N
1989,1-(4-acetylphenyl)sulfonyl-3-cyclohexylurea,C15H20N2O4S,324.4,2.4,101.0,2,4,4,22,,VGZSUPCWNCWDAN-UHFFFAOYSA-N
49867930,"2,2-dimethyl-N-[(7S)-6-oxo-5,7-dihydrobenzo[d][1]benzazepin-7-yl]-N'-(2,2,3,3,3-pentafluoropropyl)propanediamide",C22H20F5N3O3,469.4,4.6,87.3,3,8,5,33,,OJPLJFIFUQPSJR-INIZCTEOSA-N
5358,1-[3-[2-(dimethylamino)ethyl]-1H-indol-5-yl]-N-methylmethanesulfonamide,C14H21N3O2S,295.40,0.9,73.6,2,4,6,20,,KQKPFRSPSRPDEB-UHFFFAOYSA-N
5092,4-(3-cyclopentyloxy-4-methoxyphenyl)pyrrolidin-2-one,C16H21NO3,275.34,2.2,47.6,1,3,4,20,,HJORMJIFDVBMOB-UHFFFAOYSA-N
4211,"1-chloro-2-[2,2-dichloro-1-(4-chlorophenyl)ethyl]benzene",C14H10Cl4,320.0,6.2,0.0,0,0,3,18,,JWBOIMRXGHLCPP-UHFFFAOYSA-N
5568,"N,N-dimethyl-3-[2-(trifluoromethyl)phenothiazin-10-yl]propan-1-amine",C18H19F3N2S,352.4,5.2,31.8,0,6,4,24,,XSCGXQMFQXDFCW-UHFFFAOYSA-N
24776445,2-chloro-N-(4-chloro-3-pyridin-2-ylphenyl)-4-methylsulfonylbenzamide,C19H14Cl2N2O3S,421.3,3.8,84.5,1,4,4,27,,BPQMGSKTAYIVFO-UHFFFAOYSA-N
57389999,"2-[(4S)-6-(4-chlorophenyl)-1-methyl-4H-[1,2]oxazolo[5,4-d][2]benzazepin-4-yl]acetamide",C20H16ClN3O2,365.8,3.0,81.5,1,4,3,26,,GCWIQUVXWZWCLE-INIZCTEOSA-N
5282451,"calcium bis((E,3R,5S)-7-[2-cyclopropyl-4-(4-fluorophenyl)quinolin-3-yl]-3,5-dihydroxyhept-6-enoate)",C50H46CaF2N2O8,881.0,,187.0,4,12,14,63,,RHGYHLPFVJEAOC-FFNUKLMVSA-L
25067547,"N-[(2S)-3-methoxy-1-[[(2S)-3-methoxy-1-[[(2S)-1-[(2R)-2-methyloxiran-2-yl]-1-oxo-3-phenylpropan-2-yl]amino]-1-oxopropan-2-yl]amino]-1-oxopropan-2-yl]-2-methyl-1,3-thiazole-5-carboxamide",C25H32N4O7S,532.6,1.1,176.0,3,9,14,37,,SWZXEVABPLUDIO-WSZYKNRRSA-N
3038525,"5-(2,6-dichlorophenyl)-2-(2,4-difluorophenyl)sulfanylpyrimido[1,6-b]pyridazin-6-one",C19H9Cl2F2N3OS,436.3,5.1,70.3,0,5,3,28,,VEPKQEUBKLEPRA-UHFFFAOYSA-N
54761306,"imino-methyl-[1-[6-[(3R)-3-methylmorpholin-4-yl]-2-(1H-pyrrolo[2,3-b]pyridin-4-yl)pyrimidin-4-yl]cyclopropyl]-oxo-lambda6-sulfane",C20H24N6O2S,412.5,2.6,116.0,2,7,4,29,,OHUHVTCQTUDPIJ-JYCIKRDWSA-N
135398513,2-amino-9-(2-hydroxyethoxymethyl)-1H-purin-6-one,C8H11N5O3,225.20,-1.9,115.0,3,5,4,16,,MKUXAQIIEYXACX-UHFFFAOYSA-N
1548887,2-[(3Z)-6-fluoro-2-methyl-3-[(4-methylsulfinylphenyl)methylidene]inden-1-yl]acetic acid,C20H17FO3S,356.4,3.4,73.6,1,5,4,25,,MLKXDPUZXIRXEP-MFOYZWKCSA-N
6741,"(6S,8S,9S,10R,11S,13S,14S,17R)-11,17-dihydroxy-17-(2-hydroxyacetyl)-6,10,13-trimethyl-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthren-3-one",C22H30O5,374.5,1.9,94.8,3,5,2,27,,VHRSUDSXCMQTMA-PJHHCJLFSA-N
66555680,[5-amino-1-(2-methyl-3H-benzimidazol-5-yl)pyrazol-4-yl]-(1H-indol-2-yl)methanone,C20H16N6O,356.4,3.9,105.0,3,4,3,27,,BEMNJULZEQTDJY-UHFFFAOYSA-N
5333,4-aminobenzenesulfonamide,C6H8N2O2S,172.21,-0.6,94.6,2,4,1,11,,FDDDEECHVMSUSB-UHFFFAOYSA-N
5073,"3-[2-[4-(6-fluoro-1,2-benzoxazol-3-yl)piperidin-1-yl]ethyl]-2-methyl-6,7,8,9-tetrahydropyrido[1,2-a]pyrimidin-4-one",C23H27FN4O2,410.5,2.7,61.9,0,6,4,30,,RAPZEAPATHNIPO-UHFFFAOYSA-N
16720766,"[(1S,2S,4R)-4-[4-[[(1S)-2,3-dihydro-1H-inden-1-yl]amino]pyrrolo[2,3-d]pyrimidin-7-yl]-2-hydroxycyclopentyl]methyl sulfamate",C21H25N5O4S,443.5,1.7,141.0,3,8,6,31,,MPUQHZXIXSTTDU-QXGSTGNESA-N
13109,"(8R,9S,10R,13S,14S,17R)-13-ethyl-17-ethynyl-17-hydroxy-1,2,6,7,8,9,10,11,12,14,15,16-dodecahydrocyclopenta[a]phenanthren-3-one",C21H28O2,312.4,3.3,37.3,1,2,2,23,,WWYNJERNGUHSAO-XUDSTZEESA-N
644019,"2-[(1R,6R)-3-methyl-6-prop-1-en-2-ylcyclohex-2-en-1-yl]-5-pentylbenzene-1,3-diol",C21H30O2,314.5,6.5,40.5,2,2,6,23,,QHMBSVQNZZTUGM-ZWKOTPCHSA-N
5311,N'-hydroxy-N-phenyloctanediamide,C14H20N2O3,264.32,1.9,78.4,3,3,8,19,,WAEXFXRVDQXREF-UHFFFAOYSA-N
24780598,1-[4-chloro-2-hydroxy-3-[(3S)-piperidin-3-yl]sulfonylphenyl]-3-(3-fluoro-2-methylphenyl)urea,C19H21ClFN3O4S,441.9,3.1,116.0,4,6,4,29,,NGYNBSHYFOFVLS-LBPRGKRZSA-N
9927978,(2S)-2-amino-3-[4-[bis(2-chloroethyl)amino]phenyl]propanoic acid;hydrochloride,C13H19Cl3N2O2,341.7,,66.6,3,4,8,20,,OUUYBRCCFUEMLH-YDALLXLXSA-N
1983,N-(4-hydroxyphenyl)acetamide,C8H9NO2,151.16,0.5,49.3,2,2,1,11,,RZVAJINKPMORJF-UHFFFAOYSA-N
15547703,cyclopentyl (2S)-2-[[(2R)-2-[(1S)-1-hydroxy-2-(hydroxyamino)-2-oxoethyl]-4-methylpentanoyl]amino]-2-phenylacetate,C21H30N2O6,406.5,2.3,125.0,4,6,10,29,,FWFGIHPGRQZWIW-SQNIBIBYSA-N
107952,1-[4-[2-(cyclopropylmethoxy)ethyl]phenoxy]-3-(propan-2-ylamino)propan-2-ol;hydrochloride,C18H30ClNO3,343.9,,50.7,3,4,11,23,,CHDPSNLJFOQTRK-UHFFFAOYSA-N
5326,4-amino-N-(5-methoxypyrimidin-2-yl)benzenesulfonamide,C11H12N4O3S,280.31,0.4,116.0,2,7,4,19,,GPTONYMQFTZPKC-UHFFFAOYSA-N
5329098,"(3Z)-3-[(3,5-dimethyl-1H-pyrrol-2-yl)methylidene]-1H-indol-2-one",C15H14N2O,238.28,2.5,44.9,2,1,1,18,,WUWDLXZGHZSWQZ-WQLSENKSSA-N
24066,"4-amino-1-[(2R,5S)-5-(hydroxymethyl)oxolan-2-yl]pyrimidin-2-one",C9H13N3O3,211.22,-1.3,88.2,2,3,2,15,,WREGKURFCTUGRC-POYBYMJQSA-N
3793,"2-butan-2-yl-4-[4-[4-[4-[[2-(2,4-dichlorophenyl)-2-(1,2,4-triazol-1-ylmethyl)-1,3-dioxolan-4-yl]methoxy]phenyl]piperazin-1-yl]phenyl]-1,2,4-triazol-3-one",C35H38Cl2N8O4,705.6,5.7,101.0,0,9,11,49,,VHVPQPYKVGDNFY-UHFFFAOYSA-N
4421,"1-ethyl-7-methyl-4-oxo-1,8-naphthyridine-3-carboxylic acid",C12H12N2O3,232.23,1.4,70.5,1,5,2,17,,MHWLWQUZZRMNGJ-UHFFFAOYSA-N
50922675,methyl N-[(2S)-1-[[4-[3-[5-chloro-2-fluoro-3-(methanesulfonamido)phenyl]-1-propan-2-ylpyrazol-4-yl]pyrimidin-2-yl]amino]propan-2-yl]carbamate,C22H27ClFN7O4S,540.0,2.7,149.0,3,10,10,36,,CMJCXYNUCSMDBY-ZDUSSCGKSA-N
135398738,4-[(E)-dimethylaminodiazenyl]-1H-imidazole-5-carboxamide,C6H10N6O,182.18,-0.6,99.7,2,5,3,13,,FDKXTQMXEQVLRF-ZHACJKMWSA-N
10138259,"5-[(Z)-(5-fluoro-2-oxo-1H-indol-3-ylidene)methyl]-N-[(2S)-2-hydroxy-3-morpholin-4-ylpropyl]-2,4-dimethyl-1H-pyrrole-3-carboxamide",C23H27FN4O4,442.5,0.9,107.0,4,6,6,32,,CTNPALGJUAXMMC-PMFHANACSA-N
24771867,"4-[[9-chloro-7-(2-fluoro-6-methoxyphenyl)-5H-pyrimido[5,4-d][2]benzazepin-2-yl]amino]-2-methoxybenzoic acid",C27H20ClFN4O4,518.9,5.0,106.0,2,9,6,37,,ZLHFILGSQDJULK-UHFFFAOYSA-N
3702,"4-chloro-N-(2-methyl-2,3-dihydroindol-1-yl)-3-sulfamoylbenzamide",C16H16ClN3O3S,365.8,2.9,101.0,2,5,3,24,,NDDAHWYSQHTHNT-UHFFFAOYSA-N
54758501,"N-[3-[2-[4-(4-methylpiperazin-1-yl)anilino]thieno[3,2-d]pyrimidin-4-yl]oxyphenyl]prop-2-enamide",C26H26N6O2S,486.6,4.7,111.0,2,8,7,35,,FDMQDKQUTRLUBU-UHFFFAOYSA-N
71599640,"(2R)-2-(4-fluorophenyl)-N-[4-[2-(2-methoxy-4-methylsulfonylanilino)-[1,2,4]triazolo[1,5-a]pyridin-6-yl]phenyl]propanamide",C29H26FN5O4S,559.6,4.9,123.0,2,8,8,40,,NRJKIOCCERLIDG-GOSISDBHSA-N
11351021,1-ethyl-3-[2-methoxy-4-[5-methyl-4-[[(1S)-1-pyridin-3-ylbutyl]amino]pyrimidin-2-yl]phenyl]urea,C24H30N6O2,434.5,3.6,101.0,3,6,9,32,,MTJHLONVHHPNSI-IBGZPJMESA-N
46191454,"N-[6,6-dimethyl-5-(1-methylpiperidine-4-carbonyl)-1,4-dihydropyrrolo[3,4-d]pyrazol-3-yl]-3-methylbutanamide",C19H31N5O2,361.5,1.0,81.3,2,4,4,26,,HUXYBQXJVXOMKX-UHFFFAOYSA-N
5280453,"trans-(1R,3S,5Z)-5-[(2E)-2-[(1R,3aS,7aR)-1-[(2R)-6-hydroxy-6-methylheptan-2-yl]-7a-methyl-2,3,3a,5,6,7-hexahydro-1H-inden-4-ylidene]ethylidene]-4-methylidenecyclohexane-1,3-diol",C27H44O3,416.6,5.1,60.7,3,3,6,30,,GMRQFYUYWCNGIN-NKMMMXOESA-N
3229,"1-ethyl-6-fluoro-4-oxo-7-piperazin-1-yl-1,8-naphthyridine-3-carboxylic acid",C15H17FN4O3,320.32,-0.2,85.8,2,8,3,23,,IDYZIJYBMGIQMJ-UHFFFAOYSA-N
60606,"methyl (2S)-2-(2-chlorophenyl)-2-(6,7-dihydro-4H-thieno[3,2-c]pyridin-5-yl)acetate",C16H16ClNO2S,321.8,3.8,57.8,0,4,4,21,,GKTWGGQPFAXNFI-HNNXBMFYSA-N
3008319,4-[4-(4-fluorophenyl)-1-(3-phenylpropyl)-5-pyridin-4-ylimidazol-2-yl]but-3-yn-1-ol,C27H24FN3O,425.5,4.6,50.9,1,4,8,32,,QSUSKMBNZQHHPA-UHFFFAOYSA-N
26758,(2R)-N-methyl-1-phenyl-N-prop-2-ynylpropan-2-amine;hydrochloride,C13H18ClN,223.74,,3.2,1,1,4,15,,IYETZZCWLLUHIJ-UTONKHPSSA-N
444036,"[(6S,8S,9R,10S,11S,13S,14S,16R,17R)-6,9-difluoro-17-(fluoromethylsulfanylcarbonyl)-11-hydroxy-10,13,16-trimethyl-3-oxo-6,7,8,11,12,14,15,16-octahydrocyclopenta[a]phenanthren-17-yl] propanoate",C25H31F3O5S,500.6,4.0,106.0,1,9,6,34,,WMWTYOKRWGGJOA-CENSZEJFSA-N
71731823,"(16R)-19-amino-13-fluoro-4,8,16-trimethyl-9-oxo-17-oxa-4,5,8,20-tetrazatetracyclo[16.3.1.02,6.010,15]docosa-1(22),2,5,10(15),11,13,18,20-octaene-3-carbonitrile",C21H19FN6O2,406.4,1.5,110.0,1,7,0,30,,IIXWYSCJSQVBQM-LLVKDONJSA-N
155434,calcium bis(3-acetamidopropane-1-sulfonate),C10H20CaN2O8S2,400.5,,189.0,2,8,6,23,,BUVGWDNTAWHSKI-UHFFFAOYSA-L
16222096,"[3,4-difluoro-2-(2-fluoro-4-iodoanilino)phenyl]-[3-hydroxy-3-[(2S)-piperidin-2-yl]azetidin-1-yl]methanone",C21H21F3IN3O2,531.3,3.9,64.6,3,7,4,30,,BSMCAPRUBJMWDF-KRWDZBQOSA-N
9871074,"2-[6-chloro-5-[(2R,5S)-4-[(4-fluorophenyl)methyl]-2,5-dimethylpiperazine-1-carbonyl]-1-methylindol-3-yl]-N,N-dimethyl-2-oxoacetamide",C27H30ClFN4O3,513.0,3.7,65.9,0,5,5,36,,ZMELOYOKMZBMRB-DLBZAZTESA-N
24788740,"(2S)-2-(4-chlorophenyl)-1-[4-[(5R,7R)-7-hydroxy-5-methyl-6,7-dihydro-5H-cyclopenta[d]pyrimidin-4-yl]piperazin-1-yl]-3-(propan-2-ylamino)propan-1-one",C24H32ClN5O2,458.0,2.5,81.6,2,6,6,32,,GRZXWCHAXNAUHY-NSISKUIASA-N
